s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 2.6830020E+003, 1.2480458E+003,-6.2824867E+002,-6.1871783E+002,-1.1124256E+001, 1.0270673E+001, 0.0000000E+000, 0.0000000E+000, 9.9226663E-001, 2.2571955E-001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.6840012E+003, 1.2785254E+003,-6.2521602E+002,-6.6745669E+002,-9.7174175E+000, 1.0358006E+001, 0.0000000E+000, 0.0000000E+000,-1.5073743E+001,-1.3506767E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.6850032E+003, 1.2658866E+003,-6.3826670E+002,-6.1834630E+002,-1.2419877E+001, 9.7053763E+000, 0.0000000E+000, 0.0000000E+000, 5.8450305E+000, 6.5590649E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.6860024E+003, 1.2362105E+003,-6.1900185E+002,-6.1309401E+002,-1.1597573E+001, 9.6189312E+000, 0.0000000E+000, 0.0000000E+000, 1.1152964E+000, 2.1359979E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.6870042E+003, 1.2552671E+003,-6.4024216E+002,-6.0729208E+002,-1.2814555E+001, 9.9669863E+000, 0.0000000E+000, 0.0000000E+000, 2.9718269E+000, 4.8852919E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.6880037E+003, 1.2535619E+003,-6.2035406E+002,-6.3413977E+002,-1.0786660E+001, 9.6399377E+000, 0.0000000E+000, 0.0000000E+000,-3.4735179E+000,-2.0786059E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.6890015E+003, 1.2251301E+003,-6.1228116E+002,-6.0893639E+002,-1.2771848E+001, 9.1454829E+000, 0.0000000E+000, 0.0000000E+000,-8.2967199E-001, 2.8614258E-001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.6900017E+003, 1.2386754E+003,-6.2672425E+002,-6.5246440E+002,-1.3884768E+001, 9.4027206E+000, 0.0000000E+000, 0.0000000E+000,-4.5062490E+001,-4.4995342E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.6910049E+003, 1.2742324E+003,-6.1243205E+002,-6.3189614E+002,-1.0320614E+001, 9.6072191E+000, 0.0000000E+000, 0.0000000E+000, 2.7243487E+001, 2.9190830E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.6920044E+003, 1.2423369E+003,-6.0377095E+002,-6.3384415E+002,-1.2282121E+001, 9.3244665E+000, 0.0000000E+000, 0.0000000E+000,-1.5840211E+000, 1.7641645E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.6930015E+003, 1.2212248E+003,-6.0024268E+002,-6.3999356E+002,-1.2310602E+001, 9.4311261E+000, 0.0000000E+000, 0.0000000E+000,-2.0866057E+001,-2.1890873E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.6940022E+003, 1.2390208E+003,-6.2244740E+002,-5.8298002E+002,-8.4069206E+000, 9.7198567E+000, 0.0000000E+000, 0.0000000E+000, 3.4452619E+001, 3.4906306E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.6950010E+003, 1.3182966E+003,-6.4567548E+002,-6.2455315E+002,-1.1424315E+001, 1.0519457E+001, 0.0000000E+000, 0.0000000E+000, 4.4556582E+001, 4.7163070E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.6960024E+003, 1.2312644E+003,-6.2201071E+002,-6.6407784E+002,-1.0595418E+001, 1.0671614E+001, 0.0000000E+000, 0.0000000E+000,-5.5901047E+001,-5.4747924E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.6970037E+003, 1.2146938E+003,-5.8049880E+002,-6.1676598E+002,-1.0027825E+001, 9.8428810E+000, 0.0000000E+000, 0.0000000E+000, 1.5434064E+001, 1.7244044E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.6980002E+003, 1.3016197E+003,-6.2462328E+002,-6.2655344E+002,-1.0326889E+001, 1.0709619E+001, 0.0000000E+000, 0.0000000E+000, 4.8375596E+001, 5.0825684E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.6990044E+003, 1.2512970E+003,-6.1560252E+002,-6.6077400E+002,-1.0887895E+001, 1.1212042E+001, 0.0000000E+000, 0.0000000E+000,-2.7550886E+001,-2.4755353E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7000037E+003, 1.2239386E+003,-5.9461415E+002,-6.2650435E+002,-1.0979235E+001, 1.0346863E+001, 0.0000000E+000, 0.0000000E+000, 1.5208059E+000, 2.1876985E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7010005E+003, 1.2429184E+003,-6.2693238E+002,-6.5726732E+002,-1.3077563E+001, 9.6797637E+000, 0.0000000E+000, 0.0000000E+000,-4.5834604E+001,-4.4679132E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7020049E+003, 1.2521152E+003,-5.9599011E+002,-6.1730647E+002,-1.0437824E+001, 9.4736976E+000, 0.0000000E+000, 0.0000000E+000, 3.5028157E+001, 3.7854512E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7030034E+003, 1.2154721E+003,-5.9906756E+002,-6.4532054E+002,-8.5747116E+000, 1.0069344E+001, 0.0000000E+000, 0.0000000E+000,-2.7391143E+001,-2.7421349E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7040029E+003, 1.2937313E+003,-6.3751853E+002,-6.5417997E+002,-1.2941682E+001, 1.0185542E+001, 0.0000000E+000, 0.0000000E+000,-3.9406088E+000,-7.2332226E-001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7050002E+003, 1.2032115E+003,-5.9729882E+002,-6.2045246E+002,-1.2899670E+001, 9.7246026E+000, 0.0000000E+000, 0.0000000E+000,-1.7388055E+001,-1.7714885E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7060034E+003, 1.2666982E+003,-6.1255866E+002,-6.2940074E+002,-7.5625571E+000, 9.6154634E+000, 0.0000000E+000, 0.0000000E+000, 2.2947017E+001, 2.6791748E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7070012E+003, 1.2634849E+003,-6.2020724E+002,-6.6576734E+002,-9.7682993E+000, 9.5460139E+000, 0.0000000E+000, 0.0000000E+000,-2.3161893E+001,-2.2712005E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7080015E+003, 1.2811792E+003,-6.2409176E+002,-6.2021758E+002,-1.2626351E+001, 1.0860397E+001, 0.0000000E+000, 0.0000000E+000, 3.2872957E+001, 3.5103854E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7090034E+003, 1.2001382E+003,-5.8579106E+002,-6.2916723E+002,-1.1299070E+001, 9.6803578E+000, 0.0000000E+000, 0.0000000E+000,-1.6044937E+001,-1.6438803E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7100002E+003, 1.2201916E+003,-5.9493403E+002,-6.2882337E+002,-8.1581774E+000, 9.3538142E+000, 0.0000000E+000, 0.0000000E+000,-5.4503267E+000,-2.3701657E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7110051E+003, 1.2839839E+003,-6.3953521E+002,-6.3685030E+002,-1.0600270E+001, 9.5386223E+000, 0.0000000E+000, 0.0000000E+000, 6.4684690E+000, 6.5367931E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7120024E+003, 1.2514538E+003,-6.1305792E+002,-6.1547684E+002,-1.1409445E+001, 9.9956220E+000, 0.0000000E+000, 0.0000000E+000, 1.8468549E+001, 2.1505176E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7130042E+003, 1.2313291E+003,-6.1590946E+002,-6.1334662E+002,-1.4783526E+001, 9.6546442E+000, 0.0000000E+000, 0.0000000E+000,-1.7594047E+000,-3.0558669E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7140012E+003, 1.2672317E+003,-6.3681131E+002,-5.9209981E+002,-1.3035550E+001, 9.6448965E+000, 0.0000000E+000, 0.0000000E+000, 3.2280407E+001, 3.4929962E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7150046E+003, 1.2496246E+003,-6.1927561E+002,-6.3288825E+002,-1.2151900E+001, 1.0038406E+001, 0.0000000E+000, 0.0000000E+000,-6.1739003E+000,-4.6527437E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7160022E+003, 1.2818117E+003,-6.4675681E+002,-6.4572705E+002,-1.2551131E+001, 1.0736346E+001, 0.0000000E+000, 0.0000000E+000,-1.4853548E+001,-1.2486990E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7170029E+003, 1.2593273E+003,-6.0146092E+002,-6.6298653E+002,-7.3670253E+000, 1.0002842E+001, 0.0000000E+000, 0.0000000E+000,-2.4747056E+000,-2.4843159E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7180020E+003, 1.2411339E+003,-5.8923622E+002,-6.6041047E+002,-9.6245230E+000, 1.0184538E+001, 0.0000000E+000, 0.0000000E+000,-9.1849974E+000,-7.9528074E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7190022E+003, 1.2511852E+003,-5.9384058E+002,-7.1296037E+002,-8.7520704E+000, 1.0752014E+001, 0.0000000E+000, 0.0000000E+000,-5.5439326E+001,-5.3615773E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7200015E+003, 1.2516049E+003,-6.0643915E+002,-6.4047094E+002,-7.9407073E+000, 1.0108404E+001, 0.0000000E+000, 0.0000000E+000, 5.8820900E+000, 6.8624629E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7210007E+003, 1.1784786E+003,-5.9317784E+002,-6.3404632E+002,-8.6685288E+000, 1.0098903E+001, 0.0000000E+000, 0.0000000E+000,-4.7974178E+001,-4.7315177E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7220012E+003, 1.3155377E+003,-6.3950379E+002,-6.2771362E+002,-9.0134127E+000, 1.0632544E+001, 0.0000000E+000, 0.0000000E+000, 4.8356805E+001, 4.9939433E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7230022E+003, 1.2585488E+003,-6.1067112E+002,-6.2388445E+002,-9.8699701E+000, 1.0238346E+001, 0.0000000E+000, 0.0000000E+000, 2.3041100E+001, 2.4361559E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7240015E+003, 1.2157503E+003,-5.9213910E+002,-6.1006109E+002,-9.1166703E+000, 1.0166904E+001, 0.0000000E+000, 0.0000000E+000, 1.3697248E+001, 1.4600320E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7250039E+003, 1.2605141E+003,-6.0588603E+002,-6.6223348E+002,-9.6796973E+000, 9.6593456E+000, 0.0000000E+000, 0.0000000E+000,-8.5901836E+000,-7.6257740E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7260044E+003, 1.2510183E+003,-6.0842324E+002,-6.2702930E+002,-8.7284095E+000, 9.2993196E+000, 0.0000000E+000, 0.0000000E+000, 1.7076766E+001, 1.6136616E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7270037E+003, 1.2408055E+003,-6.0178170E+002,-6.3578289E+002,-9.0226871E+000, 9.7749338E+000, 0.0000000E+000, 0.0000000E+000, 7.0722537E-001, 3.9931819E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7280049E+003, 1.2531023E+003,-6.5193419E+002,-6.3105332E+002,-1.3084883E+001, 1.0337776E+001, 0.0000000E+000, 0.0000000E+000,-3.3461084E+001,-3.2632269E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7290024E+003, 1.2703964E+003,-6.2889308E+002,-5.6783774E+002,-1.1965359E+001, 1.0476608E+001, 0.0000000E+000, 0.0000000E+000, 6.9584026E+001, 7.2176861E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7300039E+003, 1.2395501E+003,-6.0981236E+002,-6.6357403E+002,-1.1945246E+001, 1.0343398E+001, 0.0000000E+000, 0.0000000E+000,-3.5750183E+001,-3.5438114E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7310005E+003, 1.2525126E+003,-5.9831431E+002,-6.8127990E+002,-1.1721207E+001, 1.0287093E+001, 0.0000000E+000, 0.0000000E+000,-2.9056696E+001,-2.8515770E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7320002E+003, 1.2290755E+003,-5.8186159E+002,-6.3506134E+002,-1.0268209E+001, 8.9226896E+000, 0.0000000E+000, 0.0000000E+000, 8.9381039E+000, 1.0807008E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7330032E+003, 1.2209843E+003,-6.0720398E+002,-6.1846258E+002,-7.5557396E+000, 9.3655923E+000, 0.0000000E+000, 0.0000000E+000,-3.9951518E+000,-2.8723867E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7340027E+003, 1.2409613E+003,-6.0565862E+002,-6.0310742E+002,-1.0778188E+001, 9.7288038E+000, 0.0000000E+000, 0.0000000E+000, 2.8733864E+001, 3.1145855E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7350007E+003, 1.2888016E+003,-6.4042503E+002,-6.1444796E+002,-1.2167200E+001, 9.2452104E+000, 0.0000000E+000, 0.0000000E+000, 3.1808954E+001, 3.1006602E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7360002E+003, 1.2250478E+003,-6.2138679E+002,-6.2527011E+002,-1.1321717E+001, 9.0951423E+000, 0.0000000E+000, 0.0000000E+000,-2.7263108E+001,-2.3835694E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7370015E+003, 1.2695780E+003,-6.3436273E+002,-6.0592711E+002,-1.0104715E+001, 9.4860394E+000, 0.0000000E+000, 0.0000000E+000, 2.6810973E+001, 2.8669469E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7380017E+003, 1.2496918E+003,-6.1655694E+002,-6.5915007E+002,-1.0052770E+001, 9.2872986E+000, 0.0000000E+000, 0.0000000E+000,-2.6255044E+001,-2.6780722E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7390022E+003, 1.2129573E+003,-5.8832256E+002,-6.5874950E+002,-1.2023754E+001, 9.2764550E+000, 0.0000000E+000, 0.0000000E+000,-3.9283117E+001,-3.6862050E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7400027E+003, 1.2886004E+003,-6.3789120E+002,-6.3438250E+002,-1.2383604E+001, 9.1361182E+000, 0.0000000E+000, 0.0000000E+000, 1.2941854E+001, 1.3079261E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7410015E+003, 1.2413019E+003,-6.1087709E+002,-6.1130102E+002,-8.2121802E+000, 9.2316762E+000, 0.0000000E+000, 0.0000000E+000, 1.7236584E+001, 2.0143306E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7420010E+003, 1.2539080E+003,-6.1352442E+002,-6.7535779E+002,-7.5976422E+000, 9.9722847E+000, 0.0000000E+000, 0.0000000E+000,-3.4029376E+001,-3.2599548E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7430022E+003, 1.2819488E+003,-6.2705179E+002,-6.2121908E+002,-9.1775871E+000, 9.9336061E+000, 0.0000000E+000, 0.0000000E+000, 3.3577456E+001, 3.4433966E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7440039E+003, 1.1997481E+003,-5.8970463E+002,-6.1987174E+002,-6.7392446E+000, 1.0222096E+001, 0.0000000E+000, 0.0000000E+000,-1.0450548E+001,-6.3454323E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7450042E+003, 1.2813924E+003,-6.0507156E+002,-6.0579677E+002,-5.8294690E+000, 9.5955137E+000, 0.0000000E+000, 0.0000000E+000, 7.4090059E+001, 7.4290131E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7460020E+003, 1.2932471E+003,-6.2679923E+002,-6.6313201E+002,-7.8769201E+000, 1.0382986E+001, 0.0000000E+000, 0.0000000E+000, 4.0781786E+000, 5.8218792E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7470032E+003, 1.1890996E+003,-5.9823816E+002,-6.5007861E+002,-1.0361938E+001, 9.7045821E+000, 0.0000000E+000, 0.0000000E+000,-5.9237971E+001,-5.9874557E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7480015E+003, 1.2627012E+003,-6.1176430E+002,-6.0238340E+002,-9.4531371E+000, 9.7309188E+000, 0.0000000E+000, 0.0000000E+000, 4.7340382E+001, 4.8831312E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7490000E+003, 1.2243628E+003,-6.0179524E+002,-6.4685511E+002,-1.0358705E+001, 9.4805616E+000, 0.0000000E+000, 0.0000000E+000,-2.6902391E+001,-2.5165711E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7500032E+003, 1.3094138E+003,-6.2784346E+002,-6.8476567E+002,-9.3529382E+000, 9.8931974E+000, 0.0000000E+000, 0.0000000E+000,-2.4323554E+000,-2.6551149E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7510015E+003, 1.1776856E+003,-5.7794470E+002,-6.3246873E+002,-7.7172870E+000, 9.8501554E+000, 0.0000000E+000, 0.0000000E+000,-3.2610525E+001,-3.0594999E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7520027E+003, 1.2955648E+003,-6.3903539E+002,-6.1100303E+002,-1.1311164E+001, 1.0261674E+001, 0.0000000E+000, 0.0000000E+000, 4.2728148E+001, 4.4476927E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7530010E+003, 1.2900993E+003,-6.2569676E+002,-6.4976747E+002,-1.1142044E+001, 1.1369650E+001, 0.0000000E+000, 0.0000000E+000, 1.3808419E+001, 1.4862704E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7540042E+003, 1.2202654E+003,-5.7868066E+002,-6.6874867E+002,-9.8209900E+000, 1.0387122E+001, 0.0000000E+000, 0.0000000E+000,-2.7642103E+001,-2.6597795E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7550034E+003, 1.2397592E+003,-5.9489261E+002,-6.6149957E+002,-8.5025028E+000, 9.4042155E+000, 0.0000000E+000, 0.0000000E+000,-1.5782781E+001,-1.5731267E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7560002E+003, 1.2933040E+003,-6.2737301E+002,-6.2477935E+002,-7.5284350E+000, 1.1442389E+001, 0.0000000E+000, 0.0000000E+000, 4.4262434E+001, 4.5065543E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7570002E+003, 1.1709104E+003,-5.8123861E+002,-6.6885701E+002,-1.0192942E+001, 1.0926314E+001, 0.0000000E+000, 0.0000000E+000,-8.3550543E+001,-7.8451864E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7580007E+003, 1.3094507E+003,-6.0856526E+002,-6.8854711E+002,-9.5219857E+000, 1.0615571E+001, 0.0000000E+000, 0.0000000E+000, 1.2815106E+001, 1.3431946E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7590027E+003, 1.2191874E+003,-5.9072177E+002,-6.2992261E+002,-7.8026240E+000, 1.0962052E+001, 0.0000000E+000, 0.0000000E+000, 1.0754831E+000, 1.7024159E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7600012E+003, 1.2133460E+003,-5.6713994E+002,-6.2686278E+002,-5.5708263E+000, 9.9895835E+000, 0.0000000E+000, 0.0000000E+000, 2.1361585E+001, 2.3761995E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7610022E+003, 1.2847199E+003,-6.2397934E+002,-6.8031172E+002,-9.0715240E+000, 9.6502492E+000, 0.0000000E+000, 0.0000000E+000,-2.1041821E+001,-1.8992408E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7620007E+003, 1.2407926E+003,-6.1514551E+002,-6.3379885E+002,-9.1791224E+000, 1.0483773E+001, 0.0000000E+000, 0.0000000E+000,-7.0407021E+000,-6.8471382E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7630037E+003, 1.2613388E+003,-6.2868767E+002,-5.8329989E+002,-1.1751257E+001, 1.0272836E+001, 0.0000000E+000, 0.0000000E+000, 4.7296234E+001, 4.7872842E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7640010E+003, 1.2309007E+003,-5.9045699E+002,-6.2881645E+002,-1.0721336E+001, 1.0108640E+001, 0.0000000E+000, 0.0000000E+000, 8.1896679E+000, 1.1014575E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7650032E+003, 1.2530305E+003,-6.2950348E+002,-6.3503507E+002,-1.0746346E+001, 1.0020291E+001, 0.0000000E+000, 0.0000000E+000,-1.3263252E+001,-1.2234145E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7660015E+003, 1.2554330E+003,-6.2262762E+002,-6.5031027E+002,-1.0895487E+001, 9.3233165E+000, 0.0000000E+000, 0.0000000E+000,-2.0009495E+001,-1.9077102E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7670029E+003, 1.2156337E+003,-6.0320459E+002,-6.1015237E+002,-8.3772417E+000, 9.6270980E+000, 0.0000000E+000, 0.0000000E+000, 5.6345689E-001, 3.5266196E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7680037E+003, 1.2951353E+003,-6.4385614E+002,-6.5299867E+002,-1.0890156E+001, 9.5849867E+000, 0.0000000E+000, 0.0000000E+000,-1.8826239E+000,-3.0246651E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7690044E+003, 1.2436543E+003,-6.1266827E+002,-6.4214692E+002,-9.4037664E+000, 1.0134683E+001, 0.0000000E+000, 0.0000000E+000,-1.2980365E+001,-1.0429965E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7700012E+003, 1.2554898E+003,-6.0124293E+002,-6.1730421E+002,-9.0498605E+000, 1.0150741E+001, 0.0000000E+000, 0.0000000E+000, 3.6305085E+001, 3.8043542E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7710020E+003, 1.2398598E+003,-6.0627596E+002,-6.4256916E+002,-9.9431031E+000, 1.0139631E+001, 0.0000000E+000, 0.0000000E+000,-9.7271146E+000,-8.7887510E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7720015E+003, 1.2431089E+003,-6.2040431E+002,-6.1762256E+002,-8.9248305E+000, 1.0262460E+001, 0.0000000E+000, 0.0000000E+000, 5.4433732E+000, 6.4196615E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7730022E+003, 1.2560952E+003,-6.2279365E+002,-6.3085577E+002,-1.1166850E+001, 9.2983272E+000, 0.0000000E+000, 0.0000000E+000,-2.5680188E+000, 5.7721216E-001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7740017E+003, 1.2676841E+003,-6.2654069E+002,-6.4486446E+002,-9.8222976E+000, 1.0969508E+001, 0.0000000E+000, 0.0000000E+000,-4.9488937E+000,-2.5737868E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7750044E+003, 1.2496179E+003,-5.9381413E+002,-6.6045651E+002,-8.1611893E+000, 1.0411089E+001, 0.0000000E+000, 0.0000000E+000,-3.7149492E+000,-2.4028141E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7760022E+003, 1.2294735E+003,-5.9527207E+002,-6.5689191E+002,-1.0444138E+001, 9.6184252E+000, 0.0000000E+000, 0.0000000E+000,-2.4324109E+001,-2.3516201E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7770027E+003, 1.2496110E+003,-6.2164620E+002,-6.2675337E+002,-1.0846827E+001, 9.8644935E+000, 0.0000000E+000, 0.0000000E+000,-1.1878911E+000, 2.2913162E-001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7780022E+003, 1.2655625E+003,-6.2557716E+002,-6.2273090E+002,-1.1266226E+001, 1.0099467E+001, 0.0000000E+000, 0.0000000E+000, 1.4801313E+001, 1.6087713E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7790012E+003, 1.2470110E+003,-6.0750590E+002,-6.2212683E+002,-8.5958982E+000, 1.0392645E+001, 0.0000000E+000, 0.0000000E+000, 1.7469012E+001, 1.9175039E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7800015E+003, 1.2644945E+003,-6.1602972E+002,-6.1729447E+002,-1.0391847E+001, 1.0063117E+001, 0.0000000E+000, 0.0000000E+000, 2.9836073E+001, 3.0841556E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7810010E+003, 1.2081791E+003,-6.0596235E+002,-6.1125227E+002,-1.1246705E+001, 9.6407730E+000, 0.0000000E+000, 0.0000000E+000,-1.1056474E+001,-1.0641440E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7820024E+003, 1.2404832E+003,-6.2192753E+002,-6.4896459E+002,-1.0660887E+001, 9.8200688E+000, 0.0000000E+000, 0.0000000E+000,-3.4077202E+001,-3.1249755E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7830027E+003, 1.2854997E+003,-6.2650973E+002,-6.6406863E+002,-1.1038290E+001, 1.0059174E+001, 0.0000000E+000, 0.0000000E+000,-5.5011435E+000,-6.0577991E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7840015E+003, 1.2273668E+003,-6.0593395E+002,-6.3093734E+002,-1.0532104E+001, 9.4479513E+000, 0.0000000E+000, 0.0000000E+000,-1.3477093E+001,-1.0588623E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7850012E+003, 1.2811471E+003,-6.1984890E+002,-6.3044920E+002,-1.1664744E+001, 9.9401663E+000, 0.0000000E+000, 0.0000000E+000, 2.8941240E+001, 2.9124440E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7860020E+003, 1.2083772E+003,-6.0538835E+002,-6.6318967E+002,-1.2046494E+001, 1.0236285E+001, 0.0000000E+000, 0.0000000E+000,-6.3375174E+001,-6.2011003E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 2.7870012E+003, 1.2631173E+003,-6.2555180E+002,-6.2963727E+002,-9.8674900E+000, 9.9960229E+000, 0.0000000E+000, 0.0000000E+000, 6.9046040E+000, 8.0567626E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7880042E+003, 1.2584584E+003,-6.1624895E+002,-6.2513781E+002,-7.5237108E+000, 9.2562181E+000, 0.0000000E+000, 0.0000000E+000, 1.7343315E+001, 1.8804180E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 2.7890032E+003, 1.2312726E+003,-6.0833403E+002,-6.1595590E+002,-8.5433569E+000, 1.0247358E+001, 0.0000000E+000, 0.0000000E+000, 9.0477081E+000, 8.6866422E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
