s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 1.3210021E+003, 1.9185654E+003,-8.5466507E+002,-9.0037365E+002,-1.4144757E+002, 2.5718813E+001, 0.0000000E+000, 0.0000000E+000, 4.7843820E+001, 4.7797891E+001, 0.0000000E+000, 3.8818609E-002, 0.0000000E+000
 1.3215001E+003, 1.8987554E+003,-8.6326412E+002,-1.0343765E+003,-1.3898395E+002, 2.5460770E+001, 0.0000000E+000, 0.0000000E+000,-1.1486361E+002,-1.1240836E+002, 0.0000000E+000, 3.8920512E-002, 0.0000000E+000
 1.3220035E+003, 1.8652758E+003,-8.3798412E+002,-9.4754262E+002,-1.3765529E+002, 2.5266909E+001, 0.0000000E+000, 0.0000000E+000,-3.6442953E+001,-3.2639364E+001, 0.0000000E+000, 3.8937347E-002, 0.0000000E+000
 1.3225031E+003, 1.9482722E+003,-8.6450685E+002,-9.4873953E+002,-1.3588975E+002, 2.4665409E+001, 0.0000000E+000, 0.0000000E+000, 2.5213554E+001, 2.3801423E+001, 0.0000000E+000, 3.8817892E-002, 0.0000000E+000
 1.3230038E+003, 1.8900541E+003,-8.5724595E+002,-9.5738267E+002,-1.4146733E+002, 2.4705764E+001, 0.0000000E+000, 0.0000000E+000,-4.6586069E+001,-4.1336125E+001, 0.0000000E+000, 3.8821332E-002, 0.0000000E+000
 1.3235010E+003, 1.9640368E+003,-8.9459470E+002,-9.1785639E+002,-1.4670202E+002, 2.4369948E+001, 0.0000000E+000, 0.0000000E+000, 2.8645363E+001, 2.9253622E+001, 0.0000000E+000, 3.8910830E-002, 0.0000000E+000
 1.3240024E+003, 1.9561559E+003,-8.8071043E+002,-8.9227559E+002,-1.3563858E+002, 2.4859457E+001, 0.0000000E+000, 0.0000000E+000, 7.2060716E+001, 7.2390745E+001, 0.0000000E+000, 3.8985189E-002, 0.0000000E+000
 1.3245004E+003, 1.9617266E+003,-8.7878698E+002,-9.1493452E+002,-1.4156611E+002, 2.5226225E+001, 0.0000000E+000, 0.0000000E+000, 4.7320153E+001, 5.1665262E+001, 0.0000000E+000, 3.9027087E-002, 0.0000000E+000
 1.3250012E+003, 2.0089864E+003,-9.1266976E+002,-9.4790114E+002,-1.4548926E+002, 2.6144043E+001, 0.0000000E+000, 0.0000000E+000, 3.2523752E+001, 2.9070258E+001, 0.0000000E+000, 3.9082992E-002, 0.0000000E+000
 1.3255044E+003, 1.8729316E+003,-8.5232947E+002,-9.8149897E+002,-1.3797496E+002, 2.5597729E+001, 0.0000000E+000, 0.0000000E+000,-7.9375135E+001,-7.3274087E+001, 0.0000000E+000, 3.9161018E-002, 0.0000000E+000
 1.3260029E+003, 1.9639512E+003,-8.8660317E+002,-9.1704156E+002,-1.3531532E+002, 2.5542024E+001, 0.0000000E+000, 0.0000000E+000, 4.8166667E+001, 5.0533154E+001, 0.0000000E+000, 3.9245009E-002, 0.0000000E+000
 1.3265002E+003, 1.9261384E+003,-9.0127405E+002,-9.1968103E+002,-1.4706717E+002, 2.5461145E+001, 0.0000000E+000, 0.0000000E+000,-1.6628630E+001,-1.6422732E+001, 0.0000000E+000, 3.9377090E-002, 0.0000000E+000
 1.3270035E+003, 1.9903737E+003,-8.8282189E+002,-9.3469682E+002,-1.4166794E+002, 2.5605870E+001, 0.0000000E+000, 0.0000000E+000, 5.3983447E+001, 5.6792965E+001, 0.0000000E+000, 3.9447113E-002, 0.0000000E+000
 1.3275029E+003, 1.9638618E+003,-8.9309602E+002,-9.7049198E+002,-1.2848129E+002, 2.5839189E+001, 0.0000000E+000, 0.0000000E+000, 2.1371249E+000,-2.3683041E+000, 0.0000000E+000, 3.9368851E-002, 0.0000000E+000
 1.3280001E+003, 1.9727693E+003,-8.8861243E+002,-1.0903092E+003,-1.4292199E+002, 2.5361285E+001, 0.0000000E+000, 0.0000000E+000,-1.2858298E+002,-1.2371304E+002, 0.0000000E+000, 3.9208284E-002, 0.0000000E+000
 1.3285020E+003, 1.9840651E+003,-8.9165972E+002,-9.4825777E+002,-1.4125041E+002, 2.5025020E+001, 0.0000000E+000, 0.0000000E+000, 2.7007516E+001, 2.7922176E+001, 0.0000000E+000, 3.9186371E-002, 0.0000000E+000
 1.3290034E+003, 1.8678091E+003,-8.5009387E+002,-1.0180856E+003,-1.3832151E+002, 2.5177583E+001, 0.0000000E+000, 0.0000000E+000,-1.1588478E+002,-1.1351431E+002, 0.0000000E+000, 3.9161348E-002, 0.0000000E+000
 1.3295035E+003, 2.0385299E+003,-8.8644898E+002,-9.6922184E+002,-1.4511005E+002, 2.4649249E+001, 0.0000000E+000, 0.0000000E+000, 6.2807820E+001, 6.2398246E+001, 0.0000000E+000, 3.9089343E-002, 0.0000000E+000
 1.3300000E+003, 1.9882078E+003,-8.5472791E+002,-9.3311786E+002,-1.4348310E+002, 2.5040533E+001, 0.0000000E+000, 0.0000000E+000, 8.0034029E+001, 8.1919478E+001, 0.0000000E+000, 3.9097131E-002, 0.0000000E+000
 1.3305020E+003, 2.0035388E+003,-8.7700115E+002,-1.0339458E+003,-1.4790133E+002, 2.5841648E+001, 0.0000000E+000, 0.0000000E+000,-3.1312696E+001,-2.9467881E+001, 0.0000000E+000, 3.9108239E-002, 0.0000000E+000
 1.3310033E+003, 1.9585362E+003,-9.0894136E+002,-9.0271973E+002,-1.5768151E+002, 2.6002892E+001, 0.0000000E+000, 0.0000000E+000, 1.3250898E+001, 1.5196448E+001, 0.0000000E+000, 3.9268081E-002, 0.0000000E+000
 1.3315028E+003, 1.8595309E+003,-8.6712474E+002,-9.0749316E+002,-1.5144358E+002, 2.4702035E+001, 0.0000000E+000, 0.0000000E+000,-4.6496989E+001,-4.1828494E+001, 0.0000000E+000, 3.9479681E-002, 0.0000000E+000
 1.3320001E+003, 1.9294429E+003,-8.7252394E+002,-8.7760214E+002,-1.4721575E+002, 2.5776545E+001, 0.0000000E+000, 0.0000000E+000, 5.9550914E+001, 5.7877596E+001, 0.0000000E+000, 3.9492567E-002, 0.0000000E+000
 1.3325023E+003, 1.9877750E+003,-8.8025869E+002,-9.3074392E+002,-1.4648443E+002, 2.4900438E+001, 0.0000000E+000, 0.0000000E+000, 5.0444546E+001, 5.5188366E+001, 0.0000000E+000, 3.9424010E-002, 0.0000000E+000
 1.3330039E+003, 2.0702340E+003,-9.0828437E+002,-1.0223903E+003,-1.4807872E+002, 2.5242243E+001, 0.0000000E+000, 0.0000000E+000, 2.2304414E+001, 1.6722873E+001, 0.0000000E+000, 3.9322470E-002, 0.0000000E+000
 1.3335040E+003, 1.9626252E+003,-8.7853591E+002,-9.3767703E+002,-1.5156047E+002, 2.5971872E+001, 0.0000000E+000, 0.0000000E+000, 1.9497505E+001, 2.0823702E+001, 0.0000000E+000, 3.9349899E-002, 0.0000000E+000
 1.3340043E+003, 1.9111523E+003,-8.6860466E+002,-9.8298927E+002,-1.4448392E+002, 2.6927116E+001, 0.0000000E+000, 0.0000000E+000,-5.9746785E+001,-5.7998425E+001, 0.0000000E+000, 3.9444011E-002, 0.0000000E+000
 1.3345016E+003, 2.0172245E+003,-8.8495013E+002,-9.5819190E+002,-1.4270333E+002, 2.6352818E+001, 0.0000000E+000, 0.0000000E+000, 5.7248537E+001, 5.7731949E+001, 0.0000000E+000, 3.9469646E-002, 0.0000000E+000
 1.3350031E+003, 1.9522342E+003,-8.6942393E+002,-9.2850859E+002,-1.4166688E+002, 2.5172845E+001, 0.0000000E+000, 0.0000000E+000, 3.3421693E+001, 3.7807676E+001, 0.0000000E+000, 3.9443242E-002, 0.0000000E+000
 1.3355018E+003, 2.0127084E+003,-9.0104073E+002,-1.0528796E+003,-1.4867939E+002, 2.5052540E+001, 0.0000000E+000, 0.0000000E+000,-6.5860599E+001,-6.4838800E+001, 0.0000000E+000, 3.9368901E-002, 0.0000000E+000
 1.3360002E+003, 2.0025686E+003,-9.3746367E+002,-9.6604500E+002,-1.5004383E+002, 2.6055017E+001, 0.0000000E+000, 0.0000000E+000,-2.2011141E+001,-2.4928896E+001, 0.0000000E+000, 3.9413546E-002, 0.0000000E+000
 1.3365024E+003, 1.9414008E+003,-8.8254763E+002,-1.0034566E+003,-1.4603395E+002, 2.6266613E+001, 0.0000000E+000, 0.0000000E+000,-6.9181828E+001,-6.4370786E+001, 0.0000000E+000, 3.9451875E-002, 0.0000000E+000
 1.3370020E+003, 1.9785475E+003,-8.7514617E+002,-9.5176608E+002,-1.4759645E+002, 2.5388217E+001, 0.0000000E+000, 0.0000000E+000, 2.8441028E+001, 2.9426975E+001, 0.0000000E+000, 3.9417001E-002, 0.0000000E+000
 1.3375034E+003, 1.9266920E+003,-8.7704658E+002,-9.6025913E+002,-1.5159327E+002, 2.5131744E+001, 0.0000000E+000, 0.0000000E+000,-3.9316069E+001,-3.7075257E+001, 0.0000000E+000, 3.9434533E-002, 0.0000000E+000
 1.3380024E+003, 1.8752276E+003,-8.4211865E+002,-9.6395709E+002,-1.4362969E+002, 2.4819828E+001, 0.0000000E+000, 0.0000000E+000,-4.9561584E+001,-4.9658041E+001, 0.0000000E+000, 3.9450247E-002, 0.0000000E+000
 1.3385038E+003, 2.0301942E+003,-8.7403327E+002,-8.6910317E+002,-1.4354668E+002, 2.5108389E+001, 0.0000000E+000, 0.0000000E+000, 1.6391787E+002, 1.6861950E+002, 0.0000000E+000, 3.9370237E-002, 0.0000000E+000
 1.3390013E+003, 1.9819714E+003,-8.6853509E+002,-9.8766397E+002,-1.3692021E+002, 2.5218826E+001, 0.0000000E+000, 0.0000000E+000, 1.7301585E+001, 1.4070923E+001, 0.0000000E+000, 3.9287155E-002, 0.0000000E+000
 1.3395043E+003, 1.9702867E+003,-8.9206333E+002,-1.0023057E+003,-1.4672240E+002, 2.5497541E+001, 0.0000000E+000, 0.0000000E+000,-4.9754678E+001,-4.5307151E+001, 0.0000000E+000, 3.9254174E-002, 0.0000000E+000
 1.3400010E+003, 1.9909729E+003,-8.6415843E+002,-1.0017149E+003,-1.4136126E+002, 2.4792449E+001, 0.0000000E+000, 0.0000000E+000, 7.7039257E+000, 8.5307679E+000, 0.0000000E+000, 3.9262577E-002, 0.0000000E+000
 1.3405032E+003, 1.9304369E+003,-8.9113366E+002,-8.8535223E+002,-1.3980281E+002, 2.4601103E+001, 0.0000000E+000, 0.0000000E+000, 3.7333950E+001, 3.8749336E+001, 0.0000000E+000, 3.9291298E-002, 0.0000000E+000
 1.3410000E+003, 1.9626386E+003,-8.9409126E+002,-1.0331124E+003,-1.5495964E+002, 2.4882286E+001, 0.0000000E+000, 0.0000000E+000,-9.3837104E+001,-9.4642449E+001, 0.0000000E+000, 3.9327034E-002, 0.0000000E+000
 1.3415009E+003, 1.9416586E+003,-8.5957841E+002,-9.3922476E+002,-1.4244195E+002, 2.5382902E+001, 0.0000000E+000, 0.0000000E+000, 1.8843056E+001, 2.5796403E+001, 0.0000000E+000, 3.9304316E-002, 0.0000000E+000
 1.3420016E+003, 2.0237695E+003,-9.0935444E+002,-9.7570945E+002,-1.5025409E+002, 2.5821893E+001, 0.0000000E+000, 0.0000000E+000, 1.6829935E+001, 1.4273377E+001, 0.0000000E+000, 3.9232368E-002, 0.0000000E+000
 1.3425012E+003, 1.9539676E+003,-8.8949256E+002,-9.8068766E+002,-1.5204910E+002, 2.5811689E+001, 0.0000000E+000, 0.0000000E+000,-4.3461581E+001,-4.2450010E+001, 0.0000000E+000, 3.9286783E-002, 0.0000000E+000
 1.3430005E+003, 1.9967179E+003,-8.9009273E+002,-9.9164389E+002,-1.4563099E+002, 2.5643966E+001, 0.0000000E+000, 0.0000000E+000,-9.9941275E+000,-5.0057168E+000, 0.0000000E+000, 3.9360550E-002, 0.0000000E+000
 1.3435029E+003, 1.9043014E+003,-8.6127149E+002,-9.5745964E+002,-1.3709219E+002, 2.4720889E+001, 0.0000000E+000, 0.0000000E+000,-2.5428194E+001,-2.6801015E+001, 0.0000000E+000, 3.9351979E-002, 0.0000000E+000
 1.3440006E+003, 1.9140529E+003,-8.6233815E+002,-9.2616337E+002,-1.3871888E+002, 2.4872789E+001, 0.0000000E+000, 0.0000000E+000, 9.8054411E+000, 1.1705325E+001, 0.0000000E+000, 3.9307065E-002, 0.0000000E+000
 1.3445010E+003, 1.9721397E+003,-8.7516480E+002,-9.0600681E+002,-1.3843163E+002, 2.5216944E+001, 0.0000000E+000, 0.0000000E+000, 7.6741928E+001, 7.7753376E+001, 0.0000000E+000, 3.9245177E-002, 0.0000000E+000
 1.3450006E+003, 1.9579567E+003,-8.6100265E+002,-9.3045846E+002,-1.3896831E+002, 2.5734088E+001, 0.0000000E+000, 0.0000000E+000, 4.7661752E+001, 5.3261329E+001, 0.0000000E+000, 3.9144938E-002, 0.0000000E+000
 1.3455018E+003, 2.0523645E+003,-9.3183037E+002,-1.0239450E+003,-1.4572907E+002, 2.6667671E+001, 0.0000000E+000, 0.0000000E+000,-2.0376748E+001,-2.2472274E+001, 0.0000000E+000, 3.9176028E-002, 0.0000000E+000
 1.3460010E+003, 1.9512051E+003,-9.0074232E+002,-8.6517284E+002,-1.4667889E+002, 2.6090287E+001, 0.0000000E+000, 0.0000000E+000, 6.3556189E+001, 6.4701324E+001, 0.0000000E+000, 3.9319650E-002, 0.0000000E+000
 1.3465037E+003, 2.0046744E+003,-9.1186175E+002,-9.9689818E+002,-1.4843307E+002, 2.5461881E+001, 0.0000000E+000, 0.0000000E+000,-2.7634218E+001,-2.7056728E+001, 0.0000000E+000, 3.9392207E-002, 0.0000000E+000
 1.3470007E+003, 1.9226055E+003,-9.0746442E+002,-8.5586802E+002,-1.5312863E+002, 2.5699539E+001, 0.0000000E+000, 0.0000000E+000, 2.8017773E+001, 3.1843981E+001, 0.0000000E+000, 3.9569991E-002, 0.0000000E+000
 1.3475011E+003, 1.9787905E+003,-9.0301222E+002,-9.5068009E+002,-1.5613283E+002, 2.5052135E+001, 0.0000000E+000, 0.0000000E+000,-8.9518626E+000,-5.9824683E+000, 0.0000000E+000, 3.9654738E-002, 0.0000000E+000
 1.3480024E+003, 1.9191286E+003,-8.6848247E+002,-9.1569268E+002,-1.4625144E+002, 2.5070589E+001, 0.0000000E+000, 0.0000000E+000, 1.3980109E+001, 1.3772555E+001, 0.0000000E+000, 3.9651202E-002, 0.0000000E+000
 1.3485043E+003, 1.9801680E+003,-8.8133259E+002,-9.6860141E+002,-1.4243027E+002, 2.5088132E+001, 0.0000000E+000, 0.0000000E+000, 1.1736938E+001, 1.2891825E+001, 0.0000000E+000, 3.9510088E-002, 0.0000000E+000
 1.3490033E+003, 2.0347046E+003,-9.1470948E+002,-9.6915598E+002,-1.4697184E+002, 2.4906403E+001, 0.0000000E+000, 0.0000000E+000, 2.8770554E+001, 2.8773712E+001, 0.0000000E+000, 3.9453238E-002, 0.0000000E+000
 1.3495001E+003, 2.0501123E+003,-9.0904817E+002,-1.0259630E+003,-1.4604501E+002, 2.5869593E+001, 0.0000000E+000, 0.0000000E+000,-6.9755763E+000,-5.0743351E+000, 0.0000000E+000, 3.9507275E-002, 0.0000000E+000
 1.3500024E+003, 1.9227715E+003,-8.7019031E+002,-9.6233832E+002,-1.4243731E+002, 2.5041222E+001, 0.0000000E+000, 0.0000000E+000,-3.0521782E+001,-2.7153198E+001, 0.0000000E+000, 3.9481013E-002, 0.0000000E+000
 1.3505017E+003, 1.9751223E+003,-8.9841808E+002,-1.0433412E+003,-1.5007576E+002, 2.4908321E+001, 0.0000000E+000, 0.0000000E+000,-9.3468081E+001,-9.1804412E+001, 0.0000000E+000, 3.9413962E-002, 0.0000000E+000
 1.3510046E+003, 2.0049762E+003,-8.8733953E+002,-9.8589762E+002,-1.4263681E+002, 2.6004186E+001, 0.0000000E+000, 0.0000000E+000, 1.4499523E+001, 1.5106470E+001, 0.0000000E+000, 3.9422727E-002, 0.0000000E+000
 1.3515034E+003, 1.9708431E+003,-8.9061720E+002,-9.5920948E+002,-1.4902180E+002, 2.5538492E+001, 0.0000000E+000, 0.0000000E+000,-2.0338611E+000,-2.4669217E+000, 0.0000000E+000, 3.9391202E-002, 0.0000000E+000
 1.3520012E+003, 1.8890486E+003,-8.4463370E+002,-9.8662551E+002,-1.4263634E+002, 2.5403410E+001, 0.0000000E+000, 0.0000000E+000,-6.1424351E+001,-5.9443502E+001, 0.0000000E+000, 3.9302602E-002, 0.0000000E+000
 1.3525039E+003, 1.9912708E+003,-9.0028619E+002,-8.9930310E+002,-1.4724707E+002, 2.4432905E+001, 0.0000000E+000, 0.0000000E+000, 7.0108529E+001, 6.8867376E+001, 0.0000000E+000, 3.9286633E-002, 0.0000000E+000
 1.3530037E+003, 1.9418679E+003,-8.7704646E+002,-1.0302672E+003,-1.4504664E+002, 2.4914953E+001, 0.0000000E+000, 0.0000000E+000,-8.8583544E+001,-8.5577444E+001, 0.0000000E+000, 3.9250344E-002, 0.0000000E+000
 1.3535017E+003, 1.9792456E+003,-8.9248834E+002,-9.1672656E+002,-1.4455692E+002, 2.4888231E+001, 0.0000000E+000, 0.0000000E+000, 5.1492436E+001, 5.0362035E+001, 0.0000000E+000, 3.9251084E-002, 0.0000000E+000
 1.3540009E+003, 1.9459276E+003,-8.8434700E+002,-9.4885942E+002,-1.4697950E+002, 2.4729150E+001, 0.0000000E+000, 0.0000000E+000,-1.5713202E+001,-9.5291342E+000, 0.0000000E+000, 3.9173958E-002, 0.0000000E+000
 1.3545017E+003, 1.9629454E+003,-8.8670770E+002,-9.9280658E+002,-1.4268443E+002, 2.5774426E+001, 0.0000000E+000, 0.0000000E+000,-3.2901596E+001,-3.3478907E+001, 0.0000000E+000, 3.9115491E-002, 0.0000000E+000
 1.3550024E+003, 1.8624094E+003,-8.1727318E+002,-8.5597576E+002,-1.3295932E+002, 2.4293828E+001, 0.0000000E+000, 0.0000000E+000, 7.8787923E+001, 8.0494960E+001, 0.0000000E+000, 3.9078495E-002, 0.0000000E+000
 1.3555016E+003, 1.9649512E+003,-8.5406631E+002,-9.8849481E+002,-1.3635590E+002, 2.5289952E+001, 0.0000000E+000, 0.0000000E+000, 8.1068889E+000, 1.1324131E+001, 0.0000000E+000, 3.9076827E-002, 0.0000000E+000
 1.3560046E+003, 2.0251071E+003,-8.9586726E+002,-9.1970668E+002,-1.4197149E+002, 2.5657112E+001, 0.0000000E+000, 0.0000000E+000, 9.6635242E+001, 9.3218772E+001, 0.0000000E+000, 3.9131151E-002, 0.0000000E+000
 1.3565034E+003, 1.9414466E+003,-8.8092720E+002,-9.6427679E+002,-1.4148856E+002, 2.4908520E+001, 0.0000000E+000, 0.0000000E+000,-2.3693869E+001,-2.0337422E+001, 0.0000000E+000, 3.9185963E-002, 0.0000000E+000
 1.3570023E+003, 1.8848250E+003,-8.7361673E+002,-9.8675245E+002,-1.3946551E+002, 2.5185119E+001, 0.0000000E+000, 0.0000000E+000,-8.8236225E+001,-8.9824561E+001, 0.0000000E+000, 3.9180168E-002, 0.0000000E+000
 1.3575035E+003, 1.9412196E+003,-8.4825570E+002,-9.2943509E+002,-1.3168017E+002, 2.4519043E+001, 0.0000000E+000, 0.0000000E+000, 4.9853274E+001, 5.6367662E+001, 0.0000000E+000, 3.9068212E-002, 0.0000000E+000
 1.3580022E+003, 2.0293985E+003,-9.1340522E+002,-9.4411072E+002,-1.3250635E+002, 2.5737696E+001, 0.0000000E+000, 0.0000000E+000, 6.3588196E+001, 6.5113928E+001, 0.0000000E+000, 3.9056425E-002, 0.0000000E+000
 1.3585007E+003, 2.0627582E+003,-9.2095611E+002,-1.0706352E+003,-1.3952103E+002, 2.6271964E+001, 0.0000000E+000, 0.0000000E+000,-4.0372194E+001,-4.2082194E+001, 0.0000000E+000, 3.9070344E-002, 0.0000000E+000
 1.3590035E+003, 2.0098521E+003,-8.9247314E+002,-9.9453831E+002,-1.3850921E+002, 2.6333947E+001, 0.0000000E+000, 0.0000000E+000, 9.1122569E+000, 1.0665381E+001, 0.0000000E+000, 3.9153243E-002, 0.0000000E+000
 1.3595040E+003, 1.9156596E+003,-8.4860989E+002,-9.7407386E+002,-1.3334037E+002, 2.5571317E+001, 0.0000000E+000, 0.0000000E+000,-1.4884088E+001,-1.4793172E+001, 0.0000000E+000, 3.9271177E-002, 0.0000000E+000
 1.3600042E+003, 1.9481922E+003,-8.6381625E+002,-9.6914776E+002,-1.3863740E+002, 2.4920038E+001, 0.0000000E+000, 0.0000000E+000,-3.1739212E+000, 1.5108451E+000, 0.0000000E+000, 3.9209460E-002, 0.0000000E+000
 1.3605029E+003, 1.9170282E+003,-8.9525859E+002,-9.5988499E+002,-1.5386560E+002, 2.4734529E+001, 0.0000000E+000, 0.0000000E+000,-6.5615654E+001,-6.7246443E+001, 0.0000000E+000, 3.9342583E-002, 0.0000000E+000
 1.3610032E+003, 1.9037354E+003,-8.6153691E+002,-9.0977468E+002,-1.4758927E+002, 2.5462062E+001, 0.0000000E+000, 0.0000000E+000, 4.7666919E+000, 1.0296566E+001, 0.0000000E+000, 3.9466271E-002, 0.0000000E+000
 1.3615044E+003, 1.9095670E+003,-8.9071308E+002,-9.2214257E+002,-1.4736183E+002, 2.5507345E+001, 0.0000000E+000, 0.0000000E+000,-2.4186610E+001,-2.5143172E+001, 0.0000000E+000, 3.9516030E-002, 0.0000000E+000
 1.3620027E+003, 1.8930351E+003,-8.7004585E+002,-9.6109044E+002,-1.4058420E+002, 2.5360959E+001, 0.0000000E+000, 0.0000000E+000,-5.5529100E+001,-5.3324380E+001, 0.0000000E+000, 3.9453204E-002, 0.0000000E+000
 1.3625001E+003, 2.0169758E+003,-9.0692091E+002,-9.0201653E+002,-1.3486178E+002, 2.4805908E+001, 0.0000000E+000, 0.0000000E+000, 9.5807257E+001, 9.7982452E+001, 0.0000000E+000, 3.9373144E-002, 0.0000000E+000
 1.3630026E+003, 1.9650383E+003,-8.6411509E+002,-9.0995479E+002,-1.3487840E+002, 2.5000702E+001, 0.0000000E+000, 0.0000000E+000, 7.6079477E+001, 8.1090767E+001, 0.0000000E+000, 3.9281841E-002, 0.0000000E+000
 1.3635032E+003, 2.1354999E+003,-9.5352421E+002,-1.0733528E+003,-1.4715584E+002, 2.5522961E+001, 0.0000000E+000, 0.0000000E+000,-6.5553212E+000,-1.3009992E+001, 0.0000000E+000, 3.9275850E-002, 0.0000000E+000
 1.3640021E+003, 1.8913245E+003,-8.7073309E+002,-1.0497091E+003,-1.4169991E+002, 2.5098716E+001, 0.0000000E+000, 0.0000000E+000,-1.5165506E+002,-1.4571884E+002, 0.0000000E+000, 3.9316312E-002, 0.0000000E+000
 1.3645012E+003, 1.9295557E+003,-8.7514144E+002,-9.4446878E+002,-1.3905586E+002, 2.5358610E+001, 0.0000000E+000, 0.0000000E+000,-4.8652829E+000,-3.7518269E+000, 0.0000000E+000, 3.9283889E-002, 0.0000000E+000
 1.3650009E+003, 1.8898067E+003,-8.8417623E+002,-9.5340734E+002,-1.3891022E+002, 2.5552623E+001, 0.0000000E+000, 0.0000000E+000,-6.3094239E+001,-6.1134493E+001, 0.0000000E+000, 3.9366536E-002, 0.0000000E+000
 1.3655004E+003, 1.9970866E+003,-8.9938841E+002,-9.8548921E+002,-1.3927481E+002, 2.5751361E+001, 0.0000000E+000, 0.0000000E+000, 1.3804143E-001,-1.3144532E+000, 0.0000000E+000, 3.9441517E-002, 0.0000000E+000
 1.3660028E+003, 1.9301621E+003,-8.7499504E+002,-9.0686279E+002,-1.2980503E+002, 2.5592299E+001, 0.0000000E+000, 0.0000000E+000, 4.0197665E+001, 4.4091565E+001, 0.0000000E+000, 3.9358735E-002, 0.0000000E+000
 1.3665005E+003, 1.9257426E+003,-8.5509232E+002,-1.0100354E+003,-1.3692527E+002, 2.4823341E+001, 0.0000000E+000, 0.0000000E+000,-5.3225272E+001,-5.1487005E+001, 0.0000000E+000, 3.9095886E-002, 0.0000000E+000
 1.3670009E+003, 1.9007278E+003,-8.4419303E+002,-9.5917316E+002,-1.3113419E+002, 2.4928184E+001, 0.0000000E+000, 0.0000000E+000,-9.0222186E+000,-8.8443780E+000, 0.0000000E+000, 3.8971709E-002, 0.0000000E+000
 1.3675013E+003, 1.9161500E+003,-8.4586219E+002,-9.6341939E+002,-1.2953122E+002, 2.5776709E+001, 0.0000000E+000, 0.0000000E+000, 2.0970046E+000, 3.1139077E+000, 0.0000000E+000, 3.8902597E-002, 0.0000000E+000
 1.3680046E+003, 1.9321812E+003,-8.6101415E+002,-9.2145680E+002,-1.3705023E+002, 2.5598540E+001, 0.0000000E+000, 0.0000000E+000, 3.6141230E+001, 3.8258592E+001, 0.0000000E+000, 3.8898329E-002, 0.0000000E+000
 1.3685021E+003, 2.0073931E+003,-9.0955970E+002,-1.0142141E+003,-1.4497965E+002, 2.4920438E+001, 0.0000000E+000, 0.0000000E+000,-3.8294334E+001,-3.6439984E+001, 0.0000000E+000, 3.8977635E-002, 0.0000000E+000
 1.3690042E+003, 1.9920845E+003,-8.4712621E+002,-8.9577788E+002,-1.3133169E+002, 2.4932390E+001, 0.0000000E+000, 0.0000000E+000, 1.4635616E+002, 1.4278113E+002, 0.0000000E+000, 3.9054190E-002, 0.0000000E+000
 1.3695024E+003, 1.9917204E+003,-8.5390580E+002,-1.0330874E+003,-1.3991484E+002, 2.4394052E+001, 0.0000000E+000, 0.0000000E+000,-1.2779434E+001,-1.0793601E+001, 0.0000000E+000, 3.9027096E-002, 0.0000000E+000
 1.3700029E+003, 2.0524349E+003,-8.7329483E+002,-1.0158303E+003,-1.3658447E+002, 2.5136327E+001, 0.0000000E+000, 0.0000000E+000, 4.8951473E+001, 5.1861571E+001, 0.0000000E+000, 3.8981848E-002, 0.0000000E+000
 1.3705004E+003, 1.9914311E+003,-8.9496900E+002,-1.0961336E+003,-1.4351931E+002, 2.5012102E+001, 0.0000000E+000, 0.0000000E+000,-1.1966919E+002,-1.1817867E+002, 0.0000000E+000, 3.8948837E-002, 0.0000000E+000
 1.3710006E+003, 1.9671883E+003,-8.6509782E+002,-9.5689443E+002,-1.4388759E+002, 2.5155441E+001, 0.0000000E+000, 0.0000000E+000, 2.3455497E+001, 2.6463904E+001, 0.0000000E+000, 3.9043101E-002, 0.0000000E+000
 1.3715034E+003, 1.9366098E+003,-8.7081236E+002,-9.5656905E+002,-1.4680653E+002, 2.4813913E+001, 0.0000000E+000, 0.0000000E+000,-1.4623742E+001,-1.2764264E+001, 0.0000000E+000, 3.9139186E-002, 0.0000000E+000
 1.3720022E+003, 1.9307755E+003,-8.6437064E+002,-1.0143476E+003,-1.4862344E+002, 2.4560539E+001, 0.0000000E+000, 0.0000000E+000,-7.1790673E+001,-7.2005618E+001, 0.0000000E+000, 3.9206843E-002, 0.0000000E+000
 1.3725020E+003, 1.8643269E+003,-8.3127463E+002,-9.1516564E+002,-1.3788743E+002, 2.4186140E+001, 0.0000000E+000, 0.0000000E+000, 6.3137059E+000, 4.1853054E+000, 0.0000000E+000, 3.9179794E-002, 0.0000000E+000
 1.3730024E+003, 1.9526561E+003,-8.4502538E+002,-9.4511604E+002,-1.3008571E+002, 2.4506584E+001, 0.0000000E+000, 0.0000000E+000, 5.3412216E+001, 5.6935557E+001, 0.0000000E+000, 3.8985617E-002, 0.0000000E+000
 1.3735028E+003, 1.9180850E+003,-8.3659958E+002,-9.3177773E+002,-1.3145318E+002, 2.4395907E+001, 0.0000000E+000, 0.0000000E+000, 4.1006607E+001, 4.2650408E+001, 0.0000000E+000, 3.8899475E-002, 0.0000000E+000
