s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,kW/m2,kW,kW
Time,"AST_TP08","AST_TP09","AST_TP10","AST_TP11","AST_TP12","AST_TP13","AST_TP15","AST_TP18","AST_TP19","AST_TP20","AST_TP21","AST_TP22","AST_TP99","AST_TP40","AST_TP41","AST_TP42","AST_TP43","AST_TP44","QINC_TP08","QINC_TP09","QINC_TP10","QINC_TP11","QINC_TP12","QINC_TP13","QINC_TP15","QINC_TP18","QINC_TP19","QINC_TP20","QINC_TP21","QINC_TP22","QINC_TP99","QINC_TP40","QINC_TP41","QINC_TP42","QINC_TP43","QINC_TP44","T_TE33","T_TE34","T_TE35","T_TE36","T_TE37","T_TE38","RAD-W9","STAT-CLT-HRR","STAT-BURNER-HRR"
 2.0925032E+003, 8.0479135E+002, 9.5875850E+002, 9.1929030E+002, 7.0922181E+002, 8.2545716E+002, 7.5869726E+002, 6.3784015E+002, 5.7231071E+002, 5.0098302E+002, 4.6236441E+002, 4.5743418E+002, 3.9338939E+002, 7.1129764E+002, 4.5060607E+002, 5.1507899E+002, 4.3159112E+002, 3.5976651E+002, 2.9271976E+002, 6.6933387E+001, 1.2300586E+002, 1.0621254E+002, 4.5448408E+001, 7.7067676E+001, 5.4478934E+001, 3.0716497E+001, 2.0822251E+001, 1.4004389E+001, 1.1472514E+001, 1.1163134E+001, 8.3974627E+000, 4.4858984E+001, 1.9524217E+001, 2.4368499E+001, 1.8080080E+001, 1.2338820E+001, 8.0833413E+000, 9.3611306E+002, 9.9628356E+002, 8.2642486E+002, 5.6970762E+002, 4.7655403E+002, 4.3758818E+002, 2.1554760E+001, 5.6486704E+002, 4.5512242E+001
 2.0930021E+003, 8.0914677E+002, 9.3832467E+002, 9.1527214E+002, 8.1435725E+002, 8.6094090E+002, 8.0361926E+002, 6.4368037E+002, 5.2531791E+002, 4.9392029E+002, 4.7511631E+002, 4.4737650E+002, 3.8244589E+002, 7.3581295E+002, 4.5711850E+002, 5.2275185E+002, 4.3361679E+002, 3.6889770E+002, 2.9337552E+002, 6.7555048E+001, 1.1180484E+002, 1.0085547E+002, 6.7595313E+001, 8.1185835E+001, 6.5255972E+001, 3.1466379E+001, 1.7162922E+001, 1.4136641E+001, 1.2237426E+001, 1.0571804E+001, 8.0264238E+000, 4.6958867E+001, 2.0341348E+001, 2.5252011E+001, 1.8317758E+001, 1.2689971E+001, 8.1355057E+000, 9.4488154E+002, 1.0288923E+003, 8.9487184E+002, 5.7595625E+002, 4.7749199E+002, 4.3670068E+002, 2.2349921E+001, 5.4214446E+002, 4.5554002E+001
 2.0935017E+003, 7.2375505E+002, 9.8090814E+002, 8.4720761E+002, 7.1162966E+002, 8.1965413E+002, 7.9659506E+002, 6.7303583E+002, 5.6163652E+002, 4.9876959E+002, 4.7168641E+002, 4.6910854E+002, 3.7986323E+002, 7.1163868E+002, 4.5870391E+002, 5.2638521E+002, 4.3914476E+002, 3.6818157E+002, 2.9572070E+002, 4.7935167E+001, 1.2932846E+002, 8.0859355E+001, 4.5290329E+001, 7.5405502E+001, 6.1894106E+001, 3.4122792E+001, 1.9700909E+001, 1.4466971E+001, 1.2195305E+001, 1.1601611E+001, 7.8896292E+000, 4.2377813E+001, 2.0434374E+001, 2.5446470E+001, 1.8706801E+001, 1.2872168E+001, 8.2353180E+000, 9.0889976E+002, 9.8679052E+002, 9.3138866E+002, 5.7725352E+002, 4.7870089E+002, 4.3534303E+002, 2.2524933E+001, 5.1676309E+002, 5.1784313E+001
 2.0940025E+003, 8.0993722E+002, 9.8922984E+002, 9.0483297E+002, 7.3910140E+002, 8.1141616E+002, 7.5269073E+002, 6.4433545E+002, 5.5906363E+002, 5.0064940E+002, 4.9037982E+002, 4.9708743E+002, 3.8913016E+002, 7.2354733E+002, 4.5926726E+002, 5.2440425E+002, 4.4182982E+002, 3.7235497E+002, 2.9971565E+002, 6.6994180E+001, 1.3289803E+002, 1.0082595E+002, 5.0751178E+001, 6.5870683E+001, 5.3798455E+001, 3.1995115E+001, 1.8402734E+001, 1.4986761E+001, 1.3589248E+001, 1.3970513E+001, 8.2915830E+000, 4.5803966E+001, 2.0278885E+001, 2.5280587E+001, 1.8796502E+001, 1.3141062E+001, 8.4026861E+000, 8.7331661E+002, 9.8985289E+002, 8.8906716E+002, 5.6745121E+002, 4.8109712E+002, 4.3627665E+002, 2.2375639E+001, 5.6738223E+002, 5.1681955E+001
 2.0945001E+003, 8.3526404E+002, 9.6930442E+002, 8.7968452E+002, 7.4101137E+002, 8.1981352E+002, 7.1544927E+002, 6.6484282E+002, 5.5359048E+002, 4.8712339E+002, 4.8076294E+002, 4.9020035E+002, 3.9650355E+002, 7.8333143E+002, 4.4321837E+002, 5.1772724E+002, 4.3955749E+002, 3.6901543E+002, 3.0221666E+002, 7.4704280E+001, 1.2584650E+002, 9.1519334E+001, 5.0439211E+001, 7.1457545E+001, 4.2193944E+001, 3.5127578E+001, 1.8405269E+001, 1.4099383E+001, 1.2941409E+001, 1.3055463E+001, 8.6704358E+000, 6.0237568E+001, 1.9002603E+001, 2.4637198E+001, 1.8553957E+001, 1.2911413E+001, 8.4027886E+000, 8.7079683E+002, 9.7515961E+002, 9.0537345E+002, 5.5598192E+002, 4.8808527E+002, 4.3688795E+002, 2.1796589E+001, 5.4305271E+002, 5.0066715E+001
 2.0950022E+003, 7.6032149E+002, 9.7521498E+002, 8.3622136E+002, 7.6378094E+002, 8.1355890E+002, 6.9024447E+002, 6.2746998E+002, 5.4513516E+002, 5.0523324E+002, 4.6854408E+002, 4.5175589E+002, 3.9339484E+002, 7.2252614E+002, 4.4197842E+002, 5.1485778E+002, 4.3193947E+002, 3.6474238E+002, 2.9684238E+002, 5.6001383E+001, 1.3006959E+002, 7.9146559E+001, 5.5066482E+001, 6.5905084E+001, 3.9678254E+001, 2.8502362E+001, 1.8179655E+001, 1.5183985E+001, 1.1961055E+001, 1.0623439E+001, 8.4510184E+000, 4.6802986E+001, 1.8746367E+001, 2.3938507E+001, 1.8215877E+001, 1.2685614E+001, 8.2540258E+000, 8.7212277E+002, 9.4918142E+002, 9.0505400E+002, 5.6043414E+002, 4.8576803E+002, 4.4230518E+002, 2.1167767E+001, 5.2126923E+002, 4.7170000E+001
 2.0955039E+003, 8.2469191E+002, 9.5080685E+002, 9.4229899E+002, 7.7409776E+002, 8.3778905E+002, 6.8957659E+002, 6.4310085E+002, 5.3746576E+002, 5.1073207E+002, 4.8218684E+002, 4.5574113E+002, 3.8202542E+002, 7.7642593E+002, 4.4632633E+002, 5.1454978E+002, 4.3115027E+002, 3.6368132E+002, 2.9534340E+002, 6.9254803E+001, 1.2132680E+002, 1.1420213E+002, 5.8288077E+001, 7.6034919E+001, 4.0465608E+001, 2.9670428E+001, 1.7165894E+001, 1.5531488E+001, 1.3050247E+001, 1.1091563E+001, 7.9668499E+000, 5.7982395E+001, 1.8970896E+001, 2.4014021E+001, 1.8067386E+001, 1.2496489E+001, 8.1246559E+000, 8.8443431E+002, 9.9291788E+002, 9.0257931E+002, 5.5788755E+002, 4.8863507E+002, 4.4442853E+002, 2.1235729E+001, 5.3025878E+002, 4.6729746E+001
 2.0960036E+003, 7.7381066E+002, 9.2236181E+002, 8.5527172E+002, 7.6074017E+002, 6.9007573E+002, 6.5326484E+002, 6.4884571E+002, 5.5764024E+002, 4.7990644E+002, 4.7298529E+002, 4.6850648E+002, 3.7404154E+002, 7.5865114E+002, 4.4355519E+002, 5.1404440E+002, 4.3375921E+002, 3.6987905E+002, 2.9451512E+002, 5.7851131E+001, 1.1039415E+002, 8.4639272E+001, 5.4567976E+001, 4.6110609E+001, 3.7761225E+001, 3.0188887E+001, 1.9355087E+001, 1.3169594E+001, 1.2320254E+001, 1.1801587E+001, 7.7612301E+000, 5.2541041E+001, 1.9000272E+001, 2.4091474E+001, 1.8221271E+001, 1.2769848E+001, 8.0984971E+000, 8.9942057E+002, 9.6815046E+002, 8.5989500E+002, 5.6038217E+002, 4.9011490E+002, 4.5232691E+002, 2.1305437E+001, 5.3508680E+002, 4.6497890E+001
 2.0965022E+003, 8.2965159E+002, 1.0052269E+003, 9.2652736E+002, 7.4941231E+002, 8.0335367E+002, 7.3537192E+002, 6.1077768E+002, 5.6289885E+002, 5.0117130E+002, 4.7340965E+002, 4.5412732E+002, 3.9034619E+002, 7.4296070E+002, 4.3688834E+002, 5.1112984E+002, 4.2617793E+002, 3.6620694E+002, 2.9147259E+002, 7.0734025E+001, 1.4112644E+002, 1.0428756E+002, 5.0016660E+001, 6.6326920E+001, 5.1688796E+001, 2.4975350E+001, 1.9255894E+001, 1.4479734E+001, 1.2232943E+001, 1.1391687E+001, 8.3824923E+000, 4.9211922E+001, 1.8084345E+001, 2.3706169E+001, 1.7722708E+001, 1.2471649E+001, 8.0408182E+000, 8.8196060E+002, 1.0292179E+003, 8.8782837E+002, 5.6647781E+002, 4.8621968E+002, 4.5566922E+002, 2.0958663E+001, 5.6600494E+002, 4.6431873E+001
 2.0970012E+003, 8.5599402E+002, 9.8137789E+002, 8.9268557E+002, 7.3705898E+002, 7.3642703E+002, 6.3686466E+002, 6.5201311E+002, 5.5170600E+002, 5.1810239E+002, 4.8378114E+002, 4.7594384E+002, 3.8924151E+002, 7.8370209E+002, 4.3749761E+002, 5.0957334E+002, 4.2892399E+002, 3.6513035E+002, 2.9585415E+002, 7.9477827E+001, 1.3023342E+002, 9.5315671E+001, 4.6793388E+001, 4.9468787E+001, 3.1090913E+001, 3.2204278E+001, 1.7788602E+001, 1.6040003E+001, 1.3046428E+001, 1.1949723E+001, 8.4056127E+000, 5.9453465E+001, 1.8060197E+001, 2.3623696E+001, 1.7990952E+001, 1.2539931E+001, 8.0614826E+000, 8.9710238E+002, 1.0436310E+003, 8.7893882E+002, 5.5547082E+002, 4.9170303E+002, 4.5644704E+002, 2.0884437E+001, 5.0682174E+002, 5.2934436E+001
 2.0975026E+003, 8.6814612E+002, 1.0125775E+003, 8.5927761E+002, 7.6543440E+002, 7.6839849E+002, 6.9035086E+002, 6.0439817E+002, 5.6668408E+002, 5.0358717E+002, 4.6716777E+002, 4.5460517E+002, 3.8499211E+002, 7.8298242E+002, 4.3948873E+002, 5.0839094E+002, 4.2667038E+002, 3.5875137E+002, 2.9484541E+002, 8.4592218E+001, 1.4330753E+002, 8.5503065E+001, 5.5240601E+001, 5.7131627E+001, 4.0368014E+001, 2.5128621E+001, 1.9362107E+001, 1.4331889E+001, 1.1595054E+001, 1.0582406E+001, 8.1945128E+000, 5.8895412E+001, 1.8046867E+001, 2.3452545E+001, 1.7707024E+001, 1.2257914E+001, 7.9555458E+000, 9.4097121E+002, 9.9521214E+002, 8.5364103E+002, 5.4548456E+002, 4.8738934E+002, 4.5901239E+002, 2.0730401E+001, 5.0945728E+002, 5.2579623E+001
 2.0980034E+003, 8.8310090E+002, 1.0013794E+003, 9.2829882E+002, 7.3389205E+002, 7.1476300E+002, 6.3187146E+002, 5.8454938E+002, 5.4458872E+002, 4.9963988E+002, 4.6101246E+002, 4.5961559E+002, 3.8678362E+002, 8.1559706E+002, 4.2347246E+002, 5.0225297E+002, 4.2206820E+002, 3.5734216E+002, 2.9061065E+002, 8.6808418E+001, 1.3745051E+002, 1.0647190E+002, 4.8127145E+001, 4.9691644E+001, 3.1399465E+001, 2.3940031E+001, 1.7248160E+001, 1.4006406E+001, 1.1399752E+001, 1.0840840E+001, 8.0708615E+000, 6.8700147E+001, 1.7108204E+001, 2.2813174E+001, 1.7363461E+001, 1.2240985E+001, 7.9068711E+000, 9.7088679E+002, 9.9073712E+002, 8.2456138E+002, 5.4463074E+002, 4.7836004E+002, 4.5978887E+002, 2.0154968E+001, 5.0877439E+002, 4.9670999E+001
 2.0985004E+003, 8.7787469E+002, 9.9468084E+002, 8.7537698E+002, 7.6262827E+002, 8.5664876E+002, 6.8866827E+002, 6.0044835E+002, 5.3715094E+002, 4.9169164E+002, 4.7007803E+002, 4.8152484E+002, 3.7797980E+002, 7.7413804E+002, 4.3040720E+002, 5.0629731E+002, 4.2163646E+002, 3.5679899E+002, 2.9042358E+002, 8.4954080E+001, 1.3732189E+002, 9.5326053E+001, 5.4335309E+001, 7.8712896E+001, 4.2229148E+001, 2.4297226E+001, 1.6496067E+001, 1.3818009E+001, 1.1790036E+001, 1.2517080E+001, 7.8875881E+000, 5.7553720E+001, 1.7680933E+001, 2.2929070E+001, 1.7343813E+001, 1.2071870E+001, 7.8896242E+000, 9.7453923E+002, 9.9585487E+002, 8.6551930E+002, 5.4230532E+002, 4.7945680E+002, 4.5555677E+002, 2.0259274E+001, 4.7552655E+002, 5.2206389E+001
 2.0990036E+003, 8.1075956E+002, 9.8508121E+002, 9.2600046E+002, 8.0691454E+002, 8.0916671E+002, 7.4316675E+002, 6.2014394E+002, 5.4351210E+002, 4.9085963E+002, 4.7536395E+002, 4.5561154E+002, 3.8116128E+002, 7.7383717E+002, 4.3928135E+002, 5.1343124E+002, 4.2130819E+002, 3.5527221E+002, 2.9223847E+002, 6.6655066E+001, 1.2977412E+002, 1.0550224E+002, 6.5848100E+001, 6.7446612E+001, 5.0482074E+001, 2.7030381E+001, 1.7130633E+001, 1.3497905E+001, 1.1801410E+001, 1.0917005E+001, 8.0680689E+000, 5.6777537E+001, 1.8649113E+001, 2.3767319E+001, 1.7338781E+001, 1.2140962E+001, 7.8616606E+000, 9.4818693E+002, 1.0477186E+003, 8.7718210E+002, 5.4235453E+002, 4.7581141E+002, 4.4840293E+002, 2.1013698E+001, 5.0102691E+002, 4.9234200E+001
 2.0995047E+003, 8.6301791E+002, 9.9649909E+002, 8.9483021E+002, 7.6902067E+002, 7.8362037E+002, 6.4194003E+002, 6.2041655E+002, 5.4806384E+002, 4.8425022E+002, 4.8254558E+002, 4.6612846E+002, 3.8255525E+002, 7.6979216E+002, 4.4757643E+002, 5.2016375E+002, 4.3305606E+002, 3.6472130E+002, 2.9401631E+002, 7.9280157E+001, 1.3485093E+002, 9.3559704E+001, 5.7283163E+001, 5.9589288E+001, 3.1307100E+001, 2.7032455E+001, 1.8071580E+001, 1.3464418E+001, 1.2956173E+001, 1.1921396E+001, 8.0133837E+000, 5.5431289E+001, 1.9367242E+001, 2.4773351E+001, 1.8130918E+001, 1.2655568E+001, 8.0684778E+000, 9.4690929E+002, 9.9797191E+002, 8.6107334E+002, 5.5541379E+002, 4.8133203E+002, 4.4279761E+002, 2.1919126E+001, 5.3849749E+002, 4.9858281E+001
 2.1000020E+003, 8.6445513E+002, 9.9826898E+002, 9.5484189E+002, 7.8663396E+002, 7.6365939E+002, 6.9694293E+002, 6.1679323E+002, 5.5152490E+002, 4.8599225E+002, 4.3634977E+002, 4.7220152E+002, 3.8285661E+002, 7.8459311E+002, 4.3797836E+002, 5.1698050E+002, 4.3597302E+002, 3.6562786E+002, 2.9772489E+002, 8.3424803E+001, 1.3579761E+002, 1.1831070E+002, 6.2575618E+001, 6.0675418E+001, 4.0492004E+001, 2.6938666E+001, 1.7889696E+001, 1.3535487E+001, 1.0988450E+001, 1.2231144E+001, 8.0270027E+000, 6.0241174E+001, 1.8560075E+001, 2.4070956E+001, 1.8354029E+001, 1.2756774E+001, 8.2583643E+000, 9.2904154E+002, 1.0402129E+003, 8.5189751E+002, 5.4937255E+002, 4.8780088E+002, 4.4103839E+002, 2.1286971E+001, 5.2793825E+002, 5.4731845E+001
 2.1005002E+003, 8.7569263E+002, 1.0011831E+003, 9.3130891E+002, 8.1225046E+002, 7.2215486E+002, 6.4251154E+002, 6.0321487E+002, 5.5446226E+002, 4.9022262E+002, 4.6450571E+002, 4.4238564E+002, 3.8053322E+002, 8.0473656E+002, 4.2656450E+002, 5.0682239E+002, 4.3006336E+002, 3.6421226E+002, 2.9341572E+002, 9.0499129E+001, 1.3828605E+002, 1.0653952E+002, 6.6644430E+001, 4.9186510E+001, 3.2478004E+001, 2.4307013E+001, 1.8604788E+001, 1.3667459E+001, 1.1614640E+001, 1.0668393E+001, 8.1580736E+000, 6.6431607E+001, 1.7380436E+001, 2.3035878E+001, 1.7623553E+001, 1.2440785E+001, 8.1409708E+000, 9.7434488E+002, 1.0312533E+003, 8.3961751E+002, 5.3929022E+002, 4.8199905E+002, 4.3915860E+002, 2.0355401E+001, 4.8818601E+002, 5.2182115E+001
 2.1010001E+003, 8.5200221E+002, 9.8111425E+002, 8.8118620E+002, 7.5403299E+002, 7.5140155E+002, 6.5464433E+002, 6.0686253E+002, 5.2001754E+002, 5.1213143E+002, 4.6861546E+002, 4.4583837E+002, 3.7809861E+002, 7.9570436E+002, 4.2982951E+002, 5.0726894E+002, 4.2451006E+002, 3.5888426E+002, 2.9205368E+002, 7.9571004E+001, 1.3070724E+002, 9.1649788E+001, 5.3109576E+001, 5.3489173E+001, 3.2571966E+001, 2.4965201E+001, 1.6046333E+001, 1.4874896E+001, 1.1788624E+001, 1.0355836E+001, 8.1306676E+000, 6.3498057E+001, 1.7570566E+001, 2.3234412E+001, 1.7412629E+001, 1.2306625E+001, 7.9746630E+000, 9.8723845E+002, 1.0006872E+003, 8.1237324E+002, 5.4790589E+002, 4.7817977E+002, 4.3952296E+002, 2.0534082E+001, 5.0801789E+002, 5.0291116E+001
 2.1015030E+003, 8.1988268E+002, 1.0092048E+003, 9.5881628E+002, 7.0938297E+002, 8.5840279E+002, 7.0295445E+002, 6.1053744E+002, 5.5054040E+002, 4.9486352E+002, 4.6365516E+002, 4.6851085E+002, 3.7557437E+002, 7.6894958E+002, 4.4588227E+002, 5.1298990E+002, 4.3090794E+002, 3.6210342E+002, 2.9318185E+002, 7.0129271E+001, 1.4373500E+002, 1.1748493E+002, 4.5176023E+001, 8.0978649E+001, 4.3284631E+001, 2.6175184E+001, 1.7441590E+001, 1.3659934E+001, 1.1506464E+001, 1.1607387E+001, 7.9157844E+000, 5.5435133E+001, 1.8850147E+001, 2.4020247E+001, 1.7825237E+001, 1.2422607E+001, 8.0607794E+000, 9.7368933E+002, 1.0144127E+003, 8.2151370E+002, 5.3953724E+002, 4.7419711E+002, 4.3764772E+002, 2.1241333E+001, 5.3091450E+002, 5.3430784E+001
 2.1020030E+003, 8.3970578E+002, 9.7578380E+002, 8.8997671E+002, 7.6739383E+002, 8.3480410E+002, 7.6721650E+002, 6.3201075E+002, 5.5755559E+002, 4.8826587E+002, 4.6343468E+002, 4.8196343E+002, 3.7809019E+002, 7.5823081E+002, 4.4934428E+002, 5.1924967E+002, 4.3249248E+002, 3.6663149E+002, 2.9565421E+002, 7.2698413E+001, 1.2669483E+002, 9.6650340E+001, 5.6496222E+001, 7.3898059E+001, 5.3295716E+001, 2.8563516E+001, 1.8836602E+001, 1.3236469E+001, 1.1526117E+001, 1.2467309E+001, 7.8523785E+000, 5.1943305E+001, 1.9634505E+001, 2.4713034E+001, 1.8111553E+001, 1.2687259E+001, 8.1343145E+000, 9.4989371E+002, 1.0345112E+003, 8.7720988E+002, 5.4306130E+002, 4.7002244E+002, 4.3758297E+002, 2.1864841E+001, 5.3689431E+002, 5.2224429E+001
 2.1025047E+003, 8.5257872E+002, 9.9175009E+002, 9.3657484E+002, 7.6627166E+002, 8.2571662E+002, 7.7760237E+002, 6.8545478E+002, 5.3215608E+002, 5.2175066E+002, 4.7932536E+002, 4.9182026E+002, 3.7734530E+002, 7.6810422E+002, 4.4796603E+002, 5.2210982E+002, 4.3914657E+002, 3.6650774E+002, 2.9480577E+002, 7.8062767E+001, 1.3462269E+002, 1.0884978E+002, 5.4058373E+001, 7.1405350E+001, 5.9965205E+001, 3.7709614E+001, 1.6349533E+001, 1.6134887E+001, 1.2743693E+001, 1.3526048E+001, 7.8154620E+000, 5.4888333E+001, 1.9358723E+001, 2.5066929E+001, 1.8591884E+001, 1.2731180E+001, 8.2505459E+000, 9.2389733E+002, 1.0179987E+003, 8.9290084E+002, 5.5368236E+002, 4.7506090E+002, 4.3836297E+002, 2.2183347E+001, 5.4771246E+002, 5.1142822E+001
 2.1030027E+003, 9.0875626E+002, 1.0072756E+003, 9.5842511E+002, 7.7324666E+002, 7.8130576E+002, 6.8060912E+002, 6.5203345E+002, 5.8010999E+002, 5.0360128E+002, 4.5986670E+002, 4.6766311E+002, 3.8559747E+002, 8.2204597E+002, 4.5140607E+002, 5.2165348E+002, 4.4046809E+002, 3.6803989E+002, 2.9801636E+002, 9.7025864E+001, 1.3962750E+002, 1.1645357E+002, 5.7185980E+001, 6.2796052E+001, 3.9219827E+001, 3.2636172E+001, 2.2230311E+001, 1.4993883E+001, 1.1245020E+001, 1.1803985E+001, 8.1869353E+000, 6.8951393E+001, 1.9308407E+001, 2.4982400E+001, 1.8793954E+001, 1.2880130E+001, 8.2794328E+000, 9.6612677E+002, 1.0027307E+003, 9.0264801E+002, 5.5727277E+002, 4.7943423E+002, 4.3839049E+002, 2.2107270E+001, 4.9294781E+002, 4.5594549E+001
 2.1035016E+003, 8.3297971E+002, 9.8527606E+002, 9.0842730E+002, 7.9654448E+002, 8.6535301E+002, 7.4036080E+002, 6.0132971E+002, 5.6405679E+002, 5.1549668E+002, 4.9964033E+002, 4.7781922E+002, 3.7830070E+002, 7.4788381E+002, 4.4620221E+002, 5.1880495E+002, 4.3438082E+002, 3.7125483E+002, 2.9513296E+002, 7.3643738E+001, 1.3002983E+002, 9.8534022E+001, 6.3026618E+001, 8.0895130E+001, 4.9512629E+001, 2.4978415E+001, 2.0303505E+001, 1.6086734E+001, 1.4786488E+001, 1.2784372E+001, 8.0278805E+000, 5.0414001E+001, 1.9466275E+001, 2.4737052E+001, 1.8274311E+001, 1.2925323E+001, 8.2220520E+000, 1.0143699E+003, 1.0315439E+003, 9.2141527E+002, 5.6283962E+002, 4.8100932E+002, 4.3859148E+002, 2.1886457E+001, 5.4530883E+002, 4.5783954E+001
 2.1040034E+003, 8.0441214E+002, 9.6906020E+002, 8.4319554E+002, 7.6834917E+002, 7.6118958E+002, 6.6701324E+002, 6.2592742E+002, 5.5345779E+002, 5.1065552E+002, 5.0819340E+002, 4.7963232E+002, 4.0139546E+002, 7.3887553E+002, 4.4719729E+002, 5.2007067E+002, 4.3725455E+002, 3.7385189E+002, 2.9882105E+002, 6.3512147E+001, 1.2634184E+002, 8.1174622E+001, 5.6025861E+001, 5.5668144E+001, 3.4347317E+001, 2.6925143E+001, 1.7950168E+001, 1.5463506E+001, 1.5426939E+001, 1.2960124E+001, 8.4847455E+000, 4.7698206E+001, 1.9333944E+001, 2.4698299E+001, 1.8587435E+001, 1.3195685E+001, 8.3614722E+000, 9.5979047E+002, 1.0166716E+003, 9.2170078E+002, 5.5590649E+002, 5.0481567E+002, 4.4030986E+002, 2.1851580E+001, 5.3564956E+002, 5.0820448E+001
 2.1045019E+003, 8.3709139E+002, 9.9923735E+002, 8.9559073E+002, 6.9243384E+002, 6.9973130E+002, 6.2377699E+002, 6.0182292E+002, 5.4030556E+002, 5.0396502E+002, 4.8715248E+002, 4.5799707E+002, 4.1645529E+002, 7.1529149E+002, 4.3965552E+002, 5.1256748E+002, 4.3345283E+002, 3.6656777E+002, 2.9572888E+002, 7.4702225E+001, 1.3730045E+002, 9.8322598E+001, 4.0365731E+001, 4.5225669E+001, 3.0878498E+001, 2.4469988E+001, 1.7655913E+001, 1.4170340E+001, 1.3188094E+001, 1.0880830E+001, 9.5347547E+000, 4.3202514E+001, 1.8621265E+001, 2.3993435E+001, 1.8230527E+001, 1.2810891E+001, 8.1765153E+000, 9.2465728E+002, 9.8734395E+002, 8.4230157E+002, 5.5800340E+002, 5.1159107E+002, 4.5011474E+002, 2.1217202E+001, 5.1398784E+002, 4.9662235E+001
 2.1050030E+003, 9.0077780E+002, 1.0117954E+003, 9.5600270E+002, 7.8125307E+002, 7.6871663E+002, 5.9633379E+002, 5.8315845E+002, 5.3290818E+002, 5.0786888E+002, 4.7936279E+002, 4.6894193E+002, 4.0356997E+002, 8.0898538E+002, 4.3440538E+002, 5.0876607E+002, 4.2915122E+002, 3.6626064E+002, 2.9661534E+002, 9.5465592E+001, 1.4323963E+002, 1.1720869E+002, 5.6878780E+001, 5.7658550E+001, 2.7040969E+001, 2.1966168E+001, 1.6198366E+001, 1.4595996E+001, 1.2508426E+001, 1.1516214E+001, 9.1733276E+000, 6.6262795E+001, 1.8045515E+001, 2.3441522E+001, 1.7916997E+001, 1.2739279E+001, 8.1225760E+000, 9.9356465E+002, 1.0365647E+003, 7.8898400E+002, 5.4809024E+002, 5.0502905E+002, 4.5633577E+002, 2.0720481E+001, 5.3701522E+002, 5.1616446E+001
 2.1055016E+003, 8.0276969E+002, 9.9023308E+002, 9.3061702E+002, 7.7563648E+002, 8.7345002E+002, 7.2088596E+002, 5.7651819E+002, 5.4388385E+002, 5.2795733E+002, 4.7084803E+002, 4.7084819E+002, 3.9532629E+002, 7.3872765E+002, 4.3839013E+002, 5.1103817E+002, 4.2428420E+002, 3.6335627E+002, 2.8985153E+002, 6.5736421E+001, 1.3412237E+002, 1.0616477E+002, 5.6612999E+001, 8.2536620E+001, 4.3324411E+001, 2.1894660E+001, 1.6759042E+001, 1.6207200E+001, 1.1838539E+001, 1.1766149E+001, 8.6045321E+000, 4.8924654E+001, 1.8612521E+001, 2.3689631E+001, 1.7636742E+001, 1.2567618E+001, 7.9594290E+000, 9.9294958E+002, 1.0492209E+003, 8.4241884E+002, 5.4034927E+002, 5.0049546E+002, 4.5498744E+002, 2.0943779E+001, 5.3446290E+002, 5.2924829E+001
 2.1060024E+003, 8.5078259E+002, 9.9885378E+002, 8.9034719E+002, 7.8606890E+002, 7.5458183E+002, 6.8631641E+002, 5.9217015E+002, 5.6118213E+002, 5.4196471E+002, 4.7631142E+002, 4.6319570E+002, 3.7663449E+002, 7.7432174E+002, 4.4319470E+002, 5.1392114E+002, 4.2888346E+002, 3.6701186E+002, 2.9252798E+002, 7.6899457E+001, 1.3939135E+002, 9.4585123E+001, 5.9427037E+001, 5.6946535E+001, 4.0039386E+001, 2.3612666E+001, 1.8741532E+001, 1.7088126E+001, 1.2267543E+001, 1.1439033E+001, 7.8144060E+000, 5.7225634E+001, 1.9140302E+001, 2.4157129E+001, 1.7946858E+001, 1.2677232E+001, 8.0645260E+000, 9.5192582E+002, 1.0696163E+003, 8.9214686E+002, 5.4529401E+002, 4.9930710E+002, 4.4712102E+002, 2.1364527E+001, 5.0333238E+002, 4.7968035E+001
 2.1065047E+003, 8.3620569E+002, 9.9196930E+002, 9.3485825E+002, 7.5414737E+002, 8.0699358E+002, 6.5809151E+002, 5.8439101E+002, 5.2478504E+002, 5.2912937E+002, 4.7973480E+002, 4.4101584E+002, 3.6337968E+002, 7.6719284E+002, 4.3486757E+002, 5.0411779E+002, 4.2563195E+002, 3.6378829E+002, 2.9330268E+002, 7.3304136E+001, 1.3473668E+002, 1.0800520E+002, 5.1114298E+001, 6.5993231E+001, 3.4435109E+001, 2.2278596E+001, 1.5903695E+001, 1.5709339E+001, 1.2357530E+001, 1.0344724E+001, 7.1868595E+000, 5.5555445E+001, 1.7878435E+001, 2.2970096E+001, 1.7592886E+001, 1.2445697E+001, 8.0371195E+000, 9.4594610E+002, 1.0612955E+003, 8.8103708E+002, 5.5097299E+002, 5.0121755E+002, 4.4014624E+002, 2.0296197E+001, 4.8951981E+002, 4.9048009E+001
