s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,kW/m2,kW,kW
Time,"AST_TP08","AST_TP09","AST_TP10","AST_TP11","AST_TP12","AST_TP13","AST_TP15","AST_TP18","AST_TP19","AST_TP20","AST_TP21","AST_TP22","AST_TP99","AST_TP40","AST_TP41","AST_TP42","AST_TP43","AST_TP44","QINC_TP08","QINC_TP09","QINC_TP10","QINC_TP11","QINC_TP12","QINC_TP13","QINC_TP15","QINC_TP18","QINC_TP19","QINC_TP20","QINC_TP21","QINC_TP22","QINC_TP99","QINC_TP40","QINC_TP41","QINC_TP42","QINC_TP43","QINC_TP44","T_TE33","T_TE34","T_TE35","T_TE36","T_TE37","T_TE38","RAD-W9","STAT-CLT-HRR","STAT-BURNER-HRR"
 4.3020039E+003, 8.0214501E+002, 9.6832398E+002, 8.8439370E+002, 7.0561406E+002, 8.1869724E+002, 6.9790801E+002, 6.1783854E+002, 5.8312413E+002, 5.7503960E+002, 5.2423349E+002, 4.9510952E+002, 4.3796446E+002, 7.1940076E+002, 4.5913242E+002, 5.3796957E+002, 4.5994596E+002, 4.0271316E+002, 3.2648801E+002, 6.5603990E+001, 1.2402777E+002, 9.1460760E+001, 4.2557879E+001, 6.6645627E+001, 4.1151584E+001, 2.7995601E+001, 2.2884143E+001, 2.1292364E+001, 1.6254954E+001, 1.4035699E+001, 1.0488002E+001, 4.3630389E+001, 2.0769187E+001, 2.6984559E+001, 2.0880544E+001, 1.5198073E+001, 1.0159594E+001, 9.6087443E+002, 9.4794896E+002, 8.2549126E+002, 6.2728218E+002, 5.0751298E+002, 4.7886713E+002, 2.3909213E+001, 5.9756641E+002, 4.8480508E+001
 4.3025020E+003, 8.1909562E+002, 9.9440075E+002, 9.1473921E+002, 7.6092149E+002, 7.7623984E+002, 7.1954159E+002, 6.3011832E+002, 5.6201407E+002, 5.4710482E+002, 5.2866848E+002, 4.9991613E+002, 4.4741144E+002, 7.8771540E+002, 4.5917535E+002, 5.3806367E+002, 4.5961125E+002, 3.9799429E+002, 3.2508493E+002, 7.0940011E+001, 1.3481791E+002, 1.0302442E+002, 5.2260612E+001, 6.1652203E+001, 4.7301138E+001, 2.8600717E+001, 1.9558318E+001, 1.8650362E+001, 1.6471841E+001, 1.4096750E+001, 1.1164982E+001, 6.1342887E+001, 2.0756354E+001, 2.7026251E+001, 2.0959160E+001, 1.5349265E+001, 1.0224190E+001, 9.4626570E+002, 9.7292859E+002, 8.4981387E+002, 6.1657522E+002, 5.0570677E+002, 4.8489876E+002, 2.3946737E+001, 5.8086745E+002, 5.2560653E+001
 4.3030038E+003, 8.4767676E+002, 9.6157676E+002, 8.6356206E+002, 7.9537046E+002, 7.5960475E+002, 7.2719288E+002, 6.3266775E+002, 5.7108181E+002, 5.5156169E+002, 5.3508171E+002, 5.0126565E+002, 4.5644428E+002, 7.9673650E+002, 4.5208472E+002, 5.3509881E+002, 4.5798674E+002, 3.9293197E+002, 3.2869488E+002, 7.8683981E+001, 1.1999478E+002, 9.0651693E+001, 6.2527373E+001, 5.9019689E+001, 4.8972474E+001, 2.9575154E+001, 2.0574489E+001, 1.9067244E+001, 1.7141050E+001, 1.4403215E+001, 1.1704991E+001, 6.2920527E+001, 1.9998101E+001, 2.6484090E+001, 2.0662540E+001, 1.5105167E+001, 1.0215646E+001, 9.6660317E+002, 9.8491529E+002, 8.4763106E+002, 6.0090589E+002, 5.0964868E+002, 4.8601586E+002, 2.3458792E+001, 5.9381448E+002, 4.6786447E+001
 4.3035038E+003, 8.3508241E+002, 1.0185676E+003, 9.2849132E+002, 7.4333135E+002, 8.7190615E+002, 7.2182162E+002, 6.4128688E+002, 5.7800627E+002, 5.6377794E+002, 5.3843036E+002, 5.0379394E+002, 4.5352181E+002, 7.3703051E+002, 4.6000943E+002, 5.3447302E+002, 4.5709277E+002, 3.9180490E+002, 3.2808764E+002, 7.3143191E+001, 1.4617939E+002, 1.0661315E+002, 5.1997519E+001, 8.5011304E+001, 4.5064649E+001, 3.1575691E+001, 2.1409127E+001, 2.0101124E+001, 1.7412585E+001, 1.4690248E+001, 1.1667211E+001, 4.8288586E+001, 2.0162043E+001, 2.6457705E+001, 2.0406408E+001, 1.4851633E+001, 1.0118364E+001, 9.5065621E+002, 1.0197528E+003, 8.8481571E+002, 5.8885000E+002, 5.1995005E+002, 4.8479716E+002, 2.3435045E+001, 5.7740567E+002, 4.5497751E+001
 4.3040040E+003, 7.9511875E+002, 9.9067167E+002, 8.4626372E+002, 7.1353260E+002, 8.3616085E+002, 8.2352216E+002, 6.8203577E+002, 5.8430775E+002, 5.5707623E+002, 5.4090378E+002, 5.1674485E+002, 4.3193536E+002, 7.4706054E+002, 4.7429710E+002, 5.4350958E+002, 4.6142304E+002, 3.9748372E+002, 3.2570893E+002, 6.2758722E+001, 1.3411779E+002, 8.0029746E+001, 4.5435319E+001, 7.2517429E+001, 7.0289629E+001, 3.7131227E+001, 2.2194471E+001, 1.9544443E+001, 1.7693928E+001, 1.5393248E+001, 1.0725490E+001, 5.0032491E+001, 2.1894353E+001, 2.7964472E+001, 2.1007349E+001, 1.5384914E+001, 1.0166083E+001, 9.3492565E+002, 9.6279609E+002, 9.1209467E+002, 5.8552509E+002, 5.2627361E+002, 4.8053150E+002, 2.4791136E+001, 5.6704390E+002, 4.6233839E+001
 4.3045025E+003, 8.1782508E+002, 9.5059399E+002, 8.6742443E+002, 7.1003774E+002, 8.5176293E+002, 7.6843519E+002, 7.0278393E+002, 6.0954887E+002, 5.7620958E+002, 5.5806517E+002, 4.9689689E+002, 4.3553447E+002, 7.5738389E+002, 4.6955779E+002, 5.4523254E+002, 4.6662860E+002, 4.0562891E+002, 3.3644949E+002, 6.9597220E+001, 1.1838483E+002, 8.7266188E+001, 4.3269849E+001, 7.7199498E+001, 5.5151512E+001, 4.1084592E+001, 2.5508251E+001, 2.1810498E+001, 1.9165111E+001, 1.3984666E+001, 1.0781792E+001, 5.2574558E+001, 2.1491343E+001, 2.8273416E+001, 2.1667513E+001, 1.5729860E+001, 1.0547743E+001, 9.2120107E+002, 9.5991014E+002, 8.7855144E+002, 5.8335950E+002, 5.2970253E+002, 4.8266590E+002, 2.5069185E+001, 5.6557558E+002, 4.8789228E+001
 4.3050001E+003, 8.0251740E+002, 9.4278107E+002, 8.5384240E+002, 7.1128126E+002, 8.6443583E+002, 7.3624221E+002, 6.8134629E+002, 6.1065716E+002, 5.7300163E+002, 5.5746250E+002, 5.1332654E+002, 4.4967722E+002, 7.4471114E+002, 4.7402260E+002, 5.5016773E+002, 4.7053276E+002, 4.1079457E+002, 3.3672758E+002, 6.3928858E+001, 1.1583431E+002, 7.9618931E+001, 4.3583118E+001, 8.0118777E+001, 4.5508177E+001, 3.7073778E+001, 2.6179564E+001, 2.1746440E+001, 1.9489966E+001, 1.5594607E+001, 1.1724204E+001, 5.0003761E+001, 2.1992940E+001, 2.8643937E+001, 2.2051531E+001, 1.6058433E+001, 1.0768238E+001, 9.2466952E+002, 8.9006868E+002, 9.1649299E+002, 6.0345471E+002, 5.3197330E+002, 4.8707383E+002, 2.5402654E+001, 6.0110663E+002, 4.9004347E+001
 4.3055034E+003, 7.6902779E+002, 9.8725800E+002, 8.8639583E+002, 7.4830038E+002, 8.3615750E+002, 7.8015968E+002, 6.6352987E+002, 5.8459463E+002, 5.4711981E+002, 5.5458004E+002, 5.4020845E+002, 4.7969153E+002, 7.5329272E+002, 4.7180882E+002, 5.4661150E+002, 4.7072705E+002, 4.0195819E+002, 3.3462774E+002, 5.5529247E+001, 1.3275264E+002, 9.1183297E+001, 4.9284452E+001, 7.2861848E+001, 5.5881406E+001, 3.3329037E+001, 2.3289056E+001, 1.8933583E+001, 1.9301884E+001, 1.8180387E+001, 1.3384078E+001, 5.0728185E+001, 2.1816643E+001, 2.8236628E+001, 2.1911031E+001, 1.5922566E+001, 1.0708646E+001, 8.9758940E+002, 9.0418320E+002, 9.4663914E+002, 6.0107766E+002, 5.3696440E+002, 4.9300279E+002, 2.5036076E+001, 5.9892427E+002, 5.1658418E+001
 4.3060019E+003, 8.0734286E+002, 9.7838404E+002, 8.8270496E+002, 7.6662637E+002, 7.4201963E+002, 7.0129776E+002, 6.5927762E+002, 5.7975708E+002, 5.6252139E+002, 5.3749270E+002, 5.2187052E+002, 4.4573111E+002, 7.5526903E+002, 4.6100993E+002, 5.4076864E+002, 4.6552081E+002, 3.9893961E+002, 3.3121031E+002, 6.4790737E+001, 1.2946483E+002, 9.1466312E+001, 5.4293731E+001, 5.1281296E+001, 4.0888922E+001, 3.4265412E+001, 2.1858677E+001, 2.0327727E+001, 1.8036319E+001, 1.6533286E+001, 1.1623769E+001, 5.2854454E+001, 2.0325283E+001, 2.7365024E+001, 2.1440507E+001, 1.5594265E+001, 1.0611786E+001, 8.4981120E+002, 9.3255700E+002, 8.9112544E+002, 5.9233447E+002, 5.4201789E+002, 4.9142279E+002, 2.4251633E+001, 5.4976888E+002, 4.9381348E+001
 4.3065035E+003, 8.2007708E+002, 9.1227550E+002, 8.9064913E+002, 7.9635668E+002, 7.4047167E+002, 6.3814200E+002, 6.5052198E+002, 5.8505102E+002, 5.4686665E+002, 5.2322340E+002, 5.1651594E+002, 4.4210245E+002, 7.7196421E+002, 4.4693922E+002, 5.3138952E+002, 4.5879983E+002, 3.9510546E+002, 3.3077498E+002, 6.9017036E+001, 1.0670786E+002, 9.4737589E+001, 6.3257360E+001, 5.0048684E+001, 2.9741551E+001, 3.1986733E+001, 2.2653521E+001, 1.8734044E+001, 1.5855664E+001, 1.5246208E+001, 1.1045822E+001, 5.5977976E+001, 1.9078781E+001, 2.5969250E+001, 2.0629837E+001, 1.5041381E+001, 1.0371460E+001, 8.5320589E+002, 9.5300192E+002, 8.1609595E+002, 5.9467388E+002, 5.4230364E+002, 4.9058192E+002, 2.2995436E+001, 5.1160374E+002, 5.3580937E+001
 4.3070016E+003, 8.2149593E+002, 9.5298356E+002, 8.2830178E+002, 7.3301873E+002, 7.6355356E+002, 6.4757490E+002, 6.2718199E+002, 5.7531198E+002, 5.3647225E+002, 5.1561917E+002, 5.0935728E+002, 4.3197400E+002, 7.5897369E+002, 4.4515135E+002, 5.2734757E+002, 4.5331664E+002, 3.9184337E+002, 3.2626224E+002, 7.1178158E+001, 1.2152466E+002, 8.5511059E+001, 4.7070267E+001, 5.5772799E+001, 3.2290998E+001, 2.8978080E+001, 2.1069342E+001, 1.8104207E+001, 1.5069088E+001, 1.5135842E+001, 1.0433817E+001, 5.3691734E+001, 1.9114414E+001, 2.5743062E+001, 2.0318228E+001, 1.4814046E+001, 1.0075552E+001, 8.3755063E+002, 9.5220777E+002, 8.0506529E+002, 5.9204167E+002, 5.3180500E+002, 4.8449218E+002, 2.2791866E+001, 5.1721509E+002, 5.0270488E+001
 4.3075033E+003, 7.8909137E+002, 1.0146541E+003, 8.7134630E+002, 6.7811046E+002, 7.7409043E+002, 5.9637752E+002, 6.1445279E+002, 5.9779035E+002, 5.5343205E+002, 5.1245137E+002, 5.1917200E+002, 4.0486062E+002, 7.7556157E+002, 4.3687832E+002, 5.1971178E+002, 4.5320247E+002, 3.8742303E+002, 3.2139097E+002, 6.2194260E+001, 1.4603962E+002, 8.9494166E+001, 3.9095533E+001, 6.2664162E+001, 2.6197288E+001, 2.7451995E+001, 2.3562240E+001, 1.9041250E+001, 1.5254163E+001, 1.6536240E+001, 9.3989309E+000, 5.8525290E+001, 1.8569959E+001, 2.4718851E+001, 1.9736146E+001, 1.4548098E+001, 9.8768932E+000, 8.4560396E+002, 8.9777178E+002, 7.8634394E+002, 5.9757495E+002, 5.2255609E+002, 4.7865348E+002, 2.1870077E+001, 5.0512871E+002, 5.1360818E+001
 4.3080023E+003, 8.1024392E+002, 9.8171711E+002, 8.5963513E+002, 6.9843205E+002, 7.8887736E+002, 6.8738206E+002, 5.9482774E+002, 5.9181520E+002, 5.4405266E+002, 5.0848155E+002, 5.1460864E+002, 4.1054960E+002, 7.5328199E+002, 4.4379010E+002, 5.2152704E+002, 4.4372622E+002, 3.8610271E+002, 3.1930657E+002, 6.4379653E+001, 1.3138359E+002, 8.3315185E+001, 4.0517015E+001, 6.0038132E+001, 3.8697142E+001, 2.4323359E+001, 2.3268172E+001, 1.8099644E+001, 1.5296110E+001, 1.5419872E+001, 9.5156794E+000, 5.2523266E+001, 1.8857900E+001, 2.4870291E+001, 1.9514711E+001, 1.4500397E+001, 9.6559032E+000, 8.6179031E+002, 8.9967533E+002, 8.1341233E+002, 6.1171477E+002, 5.1736763E+002, 4.7588949E+002, 2.2006373E+001, 5.5397450E+002, 5.0694090E+001
 4.3085016E+003, 8.2277620E+002, 9.8670673E+002, 9.2785118E+002, 6.9121688E+002, 7.2530601E+002, 6.3112159E+002, 6.0175834E+002, 5.7612090E+002, 5.3563617E+002, 5.3401380E+002, 5.0762147E+002, 4.2621005E+002, 7.3839108E+002, 4.4154206E+002, 5.2622707E+002, 4.5239684E+002, 3.8947694E+002, 3.1875511E+002, 7.2966033E+001, 1.3447527E+002, 1.1124931E+002, 4.1085580E+001, 5.0159731E+001, 3.0654988E+001, 2.6123649E+001, 2.0590553E+001, 1.7735471E+001, 1.7081448E+001, 1.5020377E+001, 1.0397239E+001, 4.9019309E+001, 1.9297555E+001, 2.5177911E+001, 1.9881528E+001, 1.4625805E+001, 9.8160858E+000, 8.6808634E+002, 9.0728147E+002, 7.5827907E+002, 6.1296798E+002, 5.1495271E+002, 4.7586342E+002, 2.2283231E+001, 5.5575259E+002, 4.8142633E+001
 4.3090038E+003, 8.1766133E+002, 1.0062533E+003, 9.0992999E+002, 7.8799443E+002, 8.2477396E+002, 6.5598660E+002, 5.9570648E+002, 5.7960552E+002, 5.1735432E+002, 5.3670016E+002, 5.3051269E+002, 4.3681505E+002, 8.1777885E+002, 4.4664902E+002, 5.2275754E+002, 4.5035298E+002, 3.9451619E+002, 3.2261806E+002, 6.9541538E+001, 1.4132939E+002, 9.5178278E+001, 5.8799708E+001, 6.8704148E+001, 3.3865013E+001, 2.4119281E+001, 2.1674916E+001, 1.6649947E+001, 1.6873440E+001, 1.6748287E+001, 1.0860908E+001, 6.7695844E+001, 1.9266348E+001, 2.5238989E+001, 1.9683137E+001, 1.4602277E+001, 9.8868996E+000, 9.1527329E+002, 9.3436461E+002, 8.0141124E+002, 6.1048524E+002, 5.1679992E+002, 4.8058803E+002, 2.2338200E+001, 5.9675377E+002, 4.4026879E+001
 4.3095025E+003, 7.8465612E+002, 9.6433277E+002, 9.3290894E+002, 7.1139580E+002, 8.3535276E+002, 7.5054841E+002, 6.0773651E+002, 5.6421877E+002, 5.2910084E+002, 5.3365759E+002, 5.0182430E+002, 4.6070635E+002, 7.3259072E+002, 4.4826262E+002, 5.2914906E+002, 4.4805987E+002, 3.9649981E+002, 3.2351433E+002, 5.7159869E+001, 1.2557335E+002, 1.0651101E+002, 4.4370663E+001, 7.1485317E+001, 5.0912671E+001, 2.6064868E+001, 1.9770758E+001, 1.6834708E+001, 1.6540593E+001, 1.4876878E+001, 1.1793003E+001, 4.7413562E+001, 1.9513644E+001, 2.5451737E+001, 1.9774498E+001, 1.4661906E+001, 9.9844910E+000, 8.6770265E+002, 9.4833283E+002, 7.8730837E+002, 6.1298724E+002, 5.1622287E+002, 4.8449549E+002, 2.2529674E+001, 6.0241515E+002, 4.9413013E+001
 4.3100042E+003, 7.7877370E+002, 9.9158259E+002, 9.0093549E+002, 7.4576248E+002, 8.2693062E+002, 7.7091132E+002, 6.6446256E+002, 5.7372057E+002, 5.3838417E+002, 5.3720009E+002, 5.1438621E+002, 4.4869725E+002, 7.3188356E+002, 4.5903446E+002, 5.3902057E+002, 4.5585676E+002, 3.9404445E+002, 3.2672730E+002, 5.9444195E+001, 1.3534277E+002, 1.0089795E+002, 5.0712146E+001, 7.3205418E+001, 5.5064593E+001, 3.3464285E+001, 2.1333665E+001, 1.7305064E+001, 1.6809668E+001, 1.4951575E+001, 1.1534488E+001, 4.7847875E+001, 2.0854782E+001, 2.6743877E+001, 2.0355063E+001, 1.4974925E+001, 1.0122684E+001, 8.6301477E+002, 1.0097365E+003, 8.2723584E+002, 6.0826742E+002, 5.1831856E+002, 4.8490608E+002, 2.3692600E+001, 6.1099164E+002, 5.0918841E+001
 4.3105013E+003, 8.1620039E+002, 9.9040696E+002, 9.3169152E+002, 7.4967120E+002, 7.8340847E+002, 6.8733976E+002, 6.7420046E+002, 5.5953379E+002, 5.4513702E+002, 5.3635341E+002, 5.1295674E+002, 4.4098958E+002, 6.9559936E+002, 4.5774536E+002, 5.3359637E+002, 4.5656052E+002, 3.9300856E+002, 3.2603796E+002, 6.8798568E+001, 1.3482319E+002, 1.0748840E+002, 5.1185633E+001, 5.8377067E+001, 3.9380189E+001, 3.5966472E+001, 2.0011252E+001, 1.8176120E+001, 1.6913065E+001, 1.5442430E+001, 1.1024495E+001, 4.0619716E+001, 2.0335362E+001, 2.6378748E+001, 2.0528149E+001, 1.5015661E+001, 1.0243208E+001, 8.4998715E+002, 1.0086461E+003, 8.0838255E+002, 6.0650233E+002, 5.2405963E+002, 4.8211586E+002, 2.3363984E+001, 6.0342691E+002, 4.9037804E+001
 4.3110026E+003, 8.3994272E+002, 9.8620078E+002, 9.3492452E+002, 8.2035905E+002, 8.2898975E+002, 7.0053753E+002, 6.5139229E+002, 5.8577486E+002, 5.6259131E+002, 5.2839742E+002, 5.0238110E+002, 4.2643389E+002, 7.7286292E+002, 4.5220390E+002, 5.3117319E+002, 4.5660085E+002, 3.9385541E+002, 3.2749944E+002, 7.6386096E+001, 1.3273731E+002, 1.0716363E+002, 6.8589296E+001, 7.2393457E+001, 4.0362913E+001, 3.1744708E+001, 2.2390724E+001, 2.0235654E+001, 1.6428735E+001, 1.4589713E+001, 1.0279898E+001, 5.7013841E+001, 1.9884013E+001, 2.6036685E+001, 2.0363261E+001, 1.4925309E+001, 1.0146389E+001, 8.6742479E+002, 1.0248937E+003, 8.3910604E+002, 6.0048901E+002, 5.2410868E+002, 4.8189091E+002, 2.3056127E+001, 5.9253380E+002, 4.7498926E+001
 4.3115031E+003, 8.0876776E+002, 9.7003930E+002, 9.1905857E+002, 7.8132807E+002, 8.5675034E+002, 7.7389711E+002, 6.9620565E+002, 5.8115454E+002, 5.5187035E+002, 5.0205247E+002, 4.8857486E+002, 4.4617742E+002, 7.3898685E+002, 4.5668265E+002, 5.3165140E+002, 4.5791027E+002, 3.8941366E+002, 3.2508778E+002, 6.5630351E+001, 1.2457635E+002, 1.0129393E+002, 5.8358313E+001, 7.9510395E+001, 5.6021096E+001, 4.0023564E+001, 2.1543302E+001, 1.8417004E+001, 1.4442753E+001, 1.3147678E+001, 1.0851107E+001, 5.1366913E+001, 2.0257717E+001, 2.6240009E+001, 2.0278777E+001, 1.4859940E+001, 1.0074305E+001, 8.9255303E+002, 1.0104994E+003, 9.0977220E+002, 6.0086835E+002, 5.1763695E+002, 4.8491445E+002, 2.3239119E+001, 5.9294092E+002, 4.7853038E+001
 4.3120006E+003, 8.1908671E+002, 9.9907044E+002, 8.7435346E+002, 7.3446829E+002, 7.8590453E+002, 7.8536802E+002, 7.2956678E+002, 6.0753461E+002, 5.6047394E+002, 5.2969894E+002, 5.0911700E+002, 4.3336649E+002, 7.7186973E+002, 4.6981811E+002, 5.4543555E+002, 4.6125650E+002, 3.9914817E+002, 3.2700412E+002, 6.8183038E+001, 1.3956903E+002, 8.4685843E+001, 4.8682369E+001, 6.1116324E+001, 6.0298723E+001, 4.7126332E+001, 2.5934778E+001, 1.9370453E+001, 1.6619710E+001, 1.4841850E+001, 1.0541440E+001, 5.6960915E+001, 2.1442973E+001, 2.7688317E+001, 2.1105675E+001, 1.5169616E+001, 1.0209146E+001, 9.0904139E+002, 9.5017667E+002, 9.0958324E+002, 6.0842775E+002, 5.1006429E+002, 4.8212868E+002, 2.4542596E+001, 5.9973766E+002, 5.0773294E+001
 4.3125042E+003, 7.8858274E+002, 9.6486291E+002, 9.0554409E+002, 7.2802246E+002, 8.4663458E+002, 7.7344636E+002, 7.0589796E+002, 6.2336624E+002, 5.7920385E+002, 5.3997737E+002, 5.1913112E+002, 4.0996265E+002, 7.0777600E+002, 4.7002396E+002, 5.4373308E+002, 4.6370367E+002, 4.0337525E+002, 3.3256512E+002, 5.9017398E+001, 1.2713241E+002, 9.6634138E+001, 4.7933619E+001, 7.6859081E+001, 5.7631027E+001, 4.2695773E+001, 2.9431726E+001, 2.2224727E+001, 1.8287491E+001, 1.6229074E+001, 9.6062329E+000, 4.3245563E+001, 2.1203434E+001, 2.7793188E+001, 2.1531164E+001, 1.5473496E+001, 1.0339891E+001, 8.6905624E+002, 9.0687993E+002, 8.6262648E+002, 6.3206841E+002, 5.1597045E+002, 4.7616292E+002, 2.4636980E+001, 5.8969595E+002, 4.3809883E+001
 4.3130048E+003, 7.6702026E+002, 9.8945168E+002, 8.8428982E+002, 7.8330325E+002, 8.0283826E+002, 7.8633520E+002, 7.0516297E+002, 5.9529789E+002, 5.7014212E+002, 5.4824426E+002, 5.4254673E+002, 4.0735748E+002, 7.0974986E+002, 4.7340759E+002, 5.4776311E+002, 4.6476244E+002, 4.0303056E+002, 3.3433787E+002, 5.6622317E+001, 1.3172043E+002, 8.9314804E+001, 5.8527300E+001, 7.1025557E+001, 6.3647393E+001, 4.4542364E+001, 2.4443085E+001, 2.1060486E+001, 1.8613623E+001, 1.8630547E+001, 9.4509976E+000, 4.1390371E+001, 2.1896119E+001, 2.8337683E+001, 2.1768144E+001, 1.5736126E+001, 1.0554567E+001, 8.7811429E+002, 9.1555783E+002, 9.2201449E+002, 6.5184177E+002, 5.2605504E+002, 4.8410068E+002, 2.5127026E+001, 5.5360329E+002, 4.7124249E+001
 4.3135033E+003, 8.0822354E+002, 9.7552544E+002, 8.7756088E+002, 7.4678544E+002, 7.8339865E+002, 7.3463010E+002, 6.7843342E+002, 6.0035604E+002, 5.3769433E+002, 5.0318786E+002, 5.1116328E+002, 4.4985013E+002, 7.1555865E+002, 4.6504519E+002, 5.4265963E+002, 4.6379799E+002, 4.0585143E+002, 3.3254347E+002, 6.4723815E+001, 1.2798431E+002, 8.9894894E+001, 5.1603061E+001, 5.8944395E+001, 4.8218390E+001, 3.6992232E+001, 2.7960706E+001, 1.8649432E+001, 1.4373651E+001, 1.4917904E+001, 1.1486901E+001, 4.4866700E+001, 2.0903401E+001, 2.7474446E+001, 2.1447884E+001, 1.5617088E+001, 1.0541726E+001, 8.4368583E+002, 9.4122069E+002, 8.5516081E+002, 6.6967194E+002, 5.1927768E+002, 4.8735342E+002, 2.4350112E+001, 5.5790976E+002, 4.8771372E+001
 4.3140024E+003, 7.7231634E+002, 1.0195945E+003, 8.7459036E+002, 7.1279277E+002, 8.5051733E+002, 7.3521169E+002, 6.6458324E+002, 5.7720040E+002, 5.4560590E+002, 5.1071753E+002, 4.9862394E+002, 4.4916170E+002, 7.2258422E+002, 4.6894406E+002, 5.4542521E+002, 4.6575126E+002, 4.0210596E+002, 3.3548864E+002, 5.6379488E+001, 1.4586924E+002, 8.8230951E+001, 4.3863287E+001, 7.6832301E+001, 5.1203107E+001, 3.3863384E+001, 2.2561934E+001, 2.0042904E+001, 1.6549363E+001, 1.4929521E+001, 1.1648888E+001, 4.6968376E+001, 2.1610533E+001, 2.7979485E+001, 2.1584981E+001, 1.5653246E+001, 1.0538776E+001, 8.2806423E+002, 9.2415824E+002, 8.2937236E+002, 6.7480448E+002, 5.1327707E+002, 4.8610243E+002, 2.4804647E+001, 5.2887724E+002, 4.9516858E+001
 4.3145037E+003, 8.0161722E+002, 1.0082245E+003, 8.4998046E+002, 7.5478773E+002, 8.1957770E+002, 7.9260535E+002, 6.9368841E+002, 5.8969149E+002, 5.7398148E+002, 5.2332272E+002, 5.1301261E+002, 4.2304136E+002, 7.2402584E+002, 4.7821985E+002, 5.4844861E+002, 4.6613256E+002, 4.0258172E+002, 3.3525185E+002, 6.4637006E+001, 1.4232441E+002, 7.9172681E+001, 5.0698943E+001, 6.7797391E+001, 6.0630544E+001, 3.9402644E+001, 2.3212940E+001, 2.2110886E+001, 1.8116904E+001, 1.6864814E+001, 1.0485536E+001, 4.5476982E+001, 2.2241662E+001, 2.8462195E+001, 2.1900832E+001, 1.5706655E+001, 1.0517130E+001, 8.3990767E+002, 9.0567660E+002, 8.4860578E+002, 6.5035899E+002, 5.3505554E+002, 4.8442056E+002, 2.5239086E+001, 5.2752139E+002, 4.6621735E+001
 4.3150027E+003, 7.6185768E+002, 9.7965241E+002, 8.1766674E+002, 7.0144671E+002, 8.0973552E+002, 7.9203574E+002, 7.2095252E+002, 5.6568225E+002, 5.5339115E+002, 5.3104817E+002, 5.1532438E+002, 4.2950547E+002, 6.8978900E+002, 4.7548535E+002, 5.5148641E+002, 4.7284601E+002, 4.0389045E+002, 3.3060063E+002, 5.3974685E+001, 1.2990001E+002, 7.0355876E+001, 4.2238577E+001, 6.9976536E+001, 6.2410239E+001, 4.5164647E+001, 2.1863396E+001, 2.0770557E+001, 1.7352853E+001, 1.6714976E+001, 1.0935243E+001, 3.7814646E+001, 2.1971142E+001, 2.8643830E+001, 2.2054725E+001, 1.5708490E+001, 1.0470604E+001, 8.3324074E+002, 8.5774402E+002, 8.4825805E+002, 6.3854530E+002, 5.4433257E+002, 4.8920250E+002, 2.5402558E+001, 5.3382502E+002, 4.9849319E+001
 4.3155010E+003, 8.1036496E+002, 1.0198078E+003, 9.2020724E+002, 7.3294891E+002, 8.3086827E+002, 7.8000929E+002, 7.4664431E+002, 5.9784102E+002, 5.6954010E+002, 5.5635788E+002, 5.2259648E+002, 4.2485649E+002, 6.9876792E+002, 4.6786828E+002, 5.5174267E+002, 4.7650060E+002, 4.0690702E+002, 3.3085176E+002, 6.8302412E+001, 1.4788110E+002, 1.0255925E+002, 4.7383526E+001, 7.1599471E+001, 5.9529892E+001, 5.0941276E+001, 2.6026712E+001, 2.1938530E+001, 1.9828840E+001, 1.6976545E+001, 1.1023734E+001, 4.1186695E+001, 2.1630187E+001, 2.9044677E+001, 2.2199314E+001, 1.5841844E+001, 1.0554214E+001, 8.3553305E+002, 8.8360849E+002, 8.3856959E+002, 6.3203198E+002, 5.5157741E+002, 4.9255534E+002, 2.5763320E+001, 4.8883135E+002, 4.9857362E+001
 4.3160039E+003, 8.3894001E+002, 9.7647843E+002, 8.9769247E+002, 7.3617788E+002, 7.4480804E+002, 6.7055148E+002, 7.0007678E+002, 5.8957420E+002, 5.4987118E+002, 5.3823001E+002, 5.1970792E+002, 4.6721358E+002, 7.4269838E+002, 4.5517110E+002, 5.3880778E+002, 4.6776901E+002, 4.0256587E+002, 3.3145735E+002, 7.3459181E+001, 1.3126431E+002, 9.5277062E+001, 5.1225999E+001, 5.2253095E+001, 3.8235880E+001, 4.0138253E+001, 2.5632984E+001, 1.9663739E+001, 1.8400972E+001, 1.5937683E+001, 1.2839600E+001, 4.9198695E+001, 2.0019903E+001, 2.7363448E+001, 2.1564958E+001, 1.5446207E+001, 1.0433539E+001, 8.5927034E+002, 9.4770774E+002, 8.3642357E+002, 6.4763937E+002, 5.5666532E+002, 5.0028976E+002, 2.4250214E+001, 4.9023569E+002, 4.6195282E+001
