Output time [min],Output HRR from wood [kW],Output HRR inside enclosure [kW],Output HRR external to enclosure [kW],Output HRR total [kW],Output Gas Temp [DegC]
44.41875,1362.8251781490105,1910.2281518185202,1252.5970263304903,3162.8251781490108,1108.4039823236749
44.4403125,1362.6387064646985,1910.2281518185202,1252.4105546461783,3162.6387064646988,1108.4883196452313
44.461875,1362.4523251161115,1910.2281518185202,1252.2241732975913,3162.4523251161118,1108.5725934553209
44.4834375,1362.2660340277375,1910.2281518185202,1252.0378822092175,3162.266034027738,1108.6568038306782
44.504999999999995,1362.0798331325404,1910.2281518185202,1251.8516813140202,3162.0798331325404,1108.7409508479166
44.5265625,1361.8937223542373,1910.2281518185202,1251.6655705357168,3161.893722354237,1108.8250345835283
44.548125,1361.707701629645,1910.2281518185202,1251.479549811125,3161.7077016296453,1108.9090551138863
44.5696875,1361.521770880168,1910.2281518185202,1251.293619061648,3161.5217708801683,1108.9930125152423
44.591249999999995,1361.3359300403126,1910.2281518185202,1251.1077782217928,3161.335930040313,1109.076906863729
44.6128125,1361.1501790361067,1910.2281518185202,1250.9220272175867,3161.150179036107,1109.1607382353584
44.634375,1360.9645177997431,1910.2281518185202,1250.7363659812233,3160.9645177997436,1109.244506706024
44.6559375,1360.7789462587925,1910.2281518185202,1250.5507944402725,3160.7789462587925,1109.3282123514991
44.6775,1360.5934643431358,1910.2281518185202,1250.3653125246155,3160.5934643431356,1109.411855247439
44.6990625,1360.4080719818849,1910.2281518185202,1250.1799201633644,3160.408071981885,1109.4954354693793
44.720625,1360.222769109543,1910.2281518185202,1249.9946172910227,3160.222769109543,1109.5789530927377
44.7421875,1360.037555646746,1910.2281518185202,1249.8094038282259,3160.037555646746,1109.6624081928132
44.763749999999995,1359.8524315333934,1910.2281518185202,1249.6242797148732,3159.8524315333934,1109.7458008447868
44.7853125,1359.6673966924302,1910.2281518185202,1249.43924487391,3159.66739669243,1109.8291311237217
44.806875,1359.4824510591325,1910.2281518185202,1249.2542992406127,3159.482451059133,1109.9123991045637
44.82843749999999,1359.2975945572173,1910.2281518185202,1249.0694427386973,3159.2975945572175,1109.9956048621407
44.85,1359.1128271242721,1910.2281518185202,1248.8846753057524,3159.1128271242724,1110.0787484711634
44.871562499999996,1358.9281486855543,1910.2281518185202,1248.6999968670339,3158.9281486855543,1110.161830006226
44.893125000000005,1358.7435591732574,1910.2281518185202,1248.515407354737,3158.7435591732574,1110.2448495418057
44.9146875,1358.5590585164925,1910.2281518185202,1248.3309066979725,3158.5590585164928,1110.3278071522634
44.936249999999994,1358.3746466505347,1910.2281518185202,1248.146494832015,3158.3746466505354,1110.4107029118431
44.9578125,1358.1903234975603,1910.2281518185202,1247.9621716790402,3158.1903234975607,1110.4935368946738
44.979375,1358.0060889990084,1910.2281518185202,1247.7779371804882,3158.006088999008,1110.5763091747676
45.0009375,1357.8219430739737,1910.2281518185202,1247.5937912554539,3157.821943073974,1110.6590198260217
45.0225,1357.6378856638953,1910.2281518185202,1247.4097338453753,3157.6378856638958,1110.7416689222173
45.044062499999995,1357.45391669249,1910.2281518185202,1247.22576487397,3157.4539166924906,1110.824256537021
45.065625,1357.2700360965757,1910.2281518185202,1247.0418842780555,3157.2700360965755,1110.9067827439842
45.0871875,1357.0862438037204,1910.2281518185202,1246.8580919852002,3157.08624380372,1110.9892476165435
45.10875,1356.9025397461187,1910.2281518185202,1246.6743879275984,3156.9025397461187,1111.0716512280212
45.130312499999995,1356.7189238528804,1910.2281518185202,1246.4907720343604,3156.718923852881,1111.1539936516251
45.151875,1356.5353960592815,1910.2281518185202,1246.307244240761,3156.535396059281,1111.2362749604492
45.1734375,1356.3519562936624,1910.2281518185202,1246.123804475142,3156.351956293662,1111.3184952274732
45.195,1356.1686044897572,1910.2281518185202,1245.9404526712372,3156.1686044897574,1111.4006545255638
45.2165625,1355.9853405782178,1910.2281518185202,1245.7571887596978,3155.985340578218,1111.4827529274737
45.238125,1355.8021644904663,1910.2281518185202,1245.5740126719459,3155.802164490466,1111.5647905058427
45.2596875,1355.6190761571563,1910.2281518185202,1245.3909243386363,3155.6190761571565,1111.6467673331974
45.28125,1355.436075514332,1910.2281518185202,1245.2079236958123,3155.4360755143325,1111.7286834819522
45.302812499999995,1355.2531624887934,1910.2281518185202,1245.0250106702729,3155.2531624887934,1111.8105390244082
45.324375,1355.070337018127,1910.2281518185202,1244.842185199607,3155.0703370181272,1111.8923340327547
45.3459375,1354.887599029133,1910.2281518185202,1244.659447210613,3154.8875990291335,1111.9740685790684
45.36749999999999,1354.7049484570855,1910.2281518185202,1244.4767966385655,3154.7049484570857,1112.0557427353149
45.3890625,1354.5223852326378,1910.2281518185202,1244.2942334141176,3154.522385232638,1112.1373565733472
45.410624999999996,1354.3399092895236,1910.2281518185202,1244.1117574710033,3154.3399092895233,1112.2189101649076
45.432187500000005,1354.1575205583945,1910.2281518185202,1243.9293687398742,3154.1575205583945,1112.3004035816264
45.45375,1353.975218976067,1910.2281518185202,1243.7470671575468,3153.975218976067,1112.3818368950235
45.475312499999994,1353.7930044685702,1910.2281518185202,1243.5648526500504,3153.793004468571,1112.4632101765076
45.496875,1353.6108769742611,1910.2281518185202,1243.3827251557411,3153.6108769742614,1112.5445234973768
45.5184375,1353.42883642071,1910.2281518185202,1243.20068460219,3153.4288364207105,1112.6257769288188
45.54,1353.2468827478156,1910.2281518185202,1243.0187309292953,3153.2468827478156,1112.7069705419115
45.5615625,1353.065015880065,1910.2281518185202,1242.836864061545,3153.0650158800654,1112.788104407622
45.583124999999995,1352.8832357573565,1910.2281518185202,1242.6550839388362,3152.8832357573565,1112.8691785968083
45.6046875,1352.701542307261,1910.2281518185202,1242.4733904887407,3152.7015423072608,1112.9501931802185
45.62625,1352.5199354704464,1910.2281518185202,1242.2917836519264,3152.5199354704464,1113.0311482284917
45.6478125,1352.3384151706314,1910.2281518185202,1242.1102633521111,3152.3384151706314,1113.1120438121573
45.669374999999995,1352.1569813500241,1910.2281518185202,1241.928829531504,3152.1569813500246,1113.1928800016358
45.6909375,1351.9756339338842,1910.2281518185202,1241.747482115364,3151.975633933884,1113.2736568672397
45.7125,1351.7943728613395,1910.2281518185202,1241.5662210428195,3151.79437286134,1113.354374479172
45.7340625,1351.6131980622708,1910.2281518185202,1241.3850462437508,3151.6131980622713,1113.435032907528
45.755625,1351.4321094758066,1910.2281518185202,1241.2039576572863,3151.4321094758066,1113.5156322222947
45.7771875,1351.2511070279756,1910.2281518185202,1241.0229552094556,3151.251107027976,1113.5961724933509
45.79875,1351.0701906586762,1910.2281518185202,1240.8420388401562,3151.0701906586764,1113.6766537904682
45.8203125,1350.88936029779,1910.2281518185202,1240.6612084792696,3150.8893602977896,1113.7570761833103
45.841874999999995,1350.7086158829038,1910.2281518185202,1240.4804640643836,3150.708615882904,1113.8374397414339
45.8634375,1350.5279573438988,1910.2281518185202,1240.2998055253786,3150.527957343899,1113.917744534288
45.885,1350.347384619904,1910.2281518185202,1240.1192328013835,3150.347384619904,1113.9979906312153
45.90656249999999,1350.166897638488,1910.2281518185202,1239.9387458199678,3150.166897638488,1114.0781781014518
45.928125,1349.9864963395503,1910.2281518185202,1239.75834452103,3149.9864963395503,1114.1583070141266
45.949687499999996,1349.806180652971,1910.2281518185202,1239.5780288344513,3149.8061806529713,1114.238377438263
45.971250000000005,1349.6259505171095,1910.2281518185202,1239.3977986985894,3149.6259505171097,1114.3183894427775
45.9928125,1349.445805862616,1910.2281518185202,1239.2176540440958,3149.445805862616,1114.3983430964815
46.014374999999994,1349.2657466286191,1910.2281518185202,1239.0375948100987,3149.265746628619,1114.4782384680802
46.0359375,1349.0857727434588,1910.2281518185202,1238.8576209249386,3149.0857727434586,1114.5580756261734
46.0575,1348.9058841493465,1910.2281518185202,1238.6777323308263,3148.9058841493465,1114.6378546392557
46.0790625,1348.7260807723103,1910.2281518185202,1238.4979289537903,3148.7260807723105,1114.7175755757164
46.100625,1348.5463625561003,1910.2281518185202,1238.31821073758,3148.5463625561006,1114.7972385038404
46.122187499999995,1348.3667294275174,1910.2281518185202,1238.1385776089971,3148.3667294275174,1114.8768434918072
46.14375,1348.187181328,1910.2281518185202,1237.95902950948,3148.1871813280004,1114.9563906076924
46.1653125,1348.0077181874303,1910.2281518185202,1237.7795663689103,3148.0077181874303,1115.0358799194669
46.186875,1347.8283399449363,1910.2281518185202,1237.6001881264162,3147.8283399449365,1115.1153114949977
46.208437499999995,1347.64904653194,1910.2281518185202,1237.4208947134198,3147.6490465319403,1115.194685402048
46.23,1347.469837886799,1910.2281518185202,1237.241686068279,3147.4698378867993,1115.274001708277
46.2515625,1347.2907139432475,1910.2281518185202,1237.0625621247275,3147.2907139432477,1115.3532604812403
46.273125,1347.1116746396426,1910.2281518185202,1236.8835228211226,3147.111674639643,1115.4324617883906
46.2946875,1346.9327199043253,1910.2281518185202,1236.7045680858048,3146.932719904325,1115.5116056970771
46.31625,1346.753849680276,1910.2281518185202,1236.525697861756,3146.7538496802763,1115.5906922745464
46.3378125,1346.5750638981465,1910.2281518185202,1236.346912079626,3146.5750638981463,1115.669721587942
46.359375,1346.396362497065,1910.2281518185202,1236.1682106785452,3146.3963624970656,1115.748693704305
46.380937499999995,1346.2177454099954,1910.2281518185202,1235.989593591475,3146.2177454099956,1115.8276086905742
46.4025,1346.0392125760648,1910.2281518185202,1235.8110607575445,3146.0392125760645,1115.9064666135862
46.4240625,1345.8607639259255,1910.2281518185202,1235.6326121074057,3145.860763925926,1115.9852675400757
46.44562499999999,1345.6823994017877,1910.2281518185202,1235.4542475832675,3145.6823994017877,1116.0640115366753
46.4671875,1345.5041189350743,1910.2281518185202,1235.275967116554,3145.504118935074,1116.1426986699164
46.488749999999996,1345.3259224641422,1910.2281518185202,1235.097770645622,3145.3259224641424,1116.2213290062289
46.510312500000005,1345.1478099227259,1910.2281518185202,1234.9196581042058,3145.147809922726,1116.2999026119412
46.531875,1344.9697812507234,1910.2281518185202,1234.7416294322036,3144.969781250724,1116.378419553281
46.553437499999994,1344.7918363795577,1910.2281518185202,1234.5636845610377,3144.791836379558,1116.4568798963753
46.575,1344.61397525298,1910.2281518185202,1234.3858234344602,3144.6139752529807,1116.5352837072498
46.5965625,1344.4361977970186,1910.2281518185202,1234.2080459784984,3144.4361977970184,1116.6136310518305
46.618125,1344.258503959278,1910.2281518185202,1234.0303521407575,3144.2585039592777,1116.6919219959427
46.6396875,1344.080893668868,1910.2281518185202,1233.8527418503475,3144.0808936688677,1116.7701566053117
46.661249999999995,1343.9033668649179,1910.2281518185202,1233.6752150463976,3143.903366864918,1116.848334945563
46.6828125,1343.7259234834726,1910.2281518185202,1233.497771664952,3143.7259234834723,1116.9264570822224
46.704375,1343.5485634636607,1910.2281518185202,1233.3204116451407,3143.5485634636607,1117.004523080716
46.7259375,1343.371286738445,1910.2281518185202,1233.143134919925,3143.371286738445,1117.0825330063706
46.747499999999995,1343.1940932477241,1910.2281518185202,1232.9659414292041,3143.1940932477246,1117.1604869244138
46.7690625,1343.0169829275442,1910.2281518185202,1232.788831109024,3143.016982927544,1117.2383848999748
46.790625,1342.8399557154924,1910.2281518185202,1232.611803896972,3142.8399557154926,1117.3162269980833
46.8121875,1342.6630115476135,1910.2281518185202,1232.4348597290932,3142.6630115476137,1117.3940132836708
46.83375,1342.4861503630366,1910.2281518185202,1232.2579985445163,3142.4861503630364,1117.4717438215703
46.8553125,1342.309372097036,1910.2281518185202,1232.0812202785157,3142.309372097036,1117.5494186765166
46.876875,1342.1326766887391,1910.2281518185202,1231.904524870219,3142.132676688739,1117.627037913146
46.8984375,1341.9560640726522,1910.2281518185202,1231.7279122541322,3141.956064072652,1117.704601595998
46.919999999999995,1341.779534190214,1910.2281518185202,1231.551382371694,3141.7795341902142,1117.782109789513
46.9415625,1341.6030869759293,1910.2281518185202,1231.3749351574093,3141.6030869759297,1117.8595625580353
46.963125,1341.4267223681554,1910.2281518185202,1231.1985705496354,3141.4267223681554,1117.936959965811
46.98468749999999,1341.2504403052494,1910.2281518185202,1231.0222884867292,3141.2504403052494,1118.0143020769892
47.00625,1341.0742407247983,1910.2281518185202,1230.846088906278,3141.074240724798,1118.0915889556225
47.027812499999996,1340.8981235659305,1910.2281518185202,1230.6699717474103,3140.8981235659303,1118.168820665666
47.049375000000005,1340.722088765462,1910.2281518185202,1230.4939369469419,3140.722088765462,1118.2459972709792
47.0709375,1340.546136258668,1910.2281518185202,1230.3179844401482,3140.5461362586684,1118.323118835324
47.092499999999994,1340.370265988529,1910.2281518185202,1230.1421141700087,3140.370265988529,1118.4001854223668
47.1140625,1340.1944778872378,1910.2281518185202,1229.9663260687173,3140.1944778872376,1118.4771970956779
47.135625,1340.0187719000874,1910.2281518185202,1229.7906200815673,3140.018771900088,1118.5541539187316
47.1571875,1339.8431479592703,1910.2281518185202,1229.6149961407505,3139.843147959271,1118.6310559549063
47.17875,1339.6676060085379,1910.2281518185202,1229.4394541900178,3139.6676060085383,1118.707903267485
47.200312499999995,1339.4921459785419,1910.2281518185202,1229.2639941600219,3139.492145978542,1118.784695919656
47.221875,1339.316767816886,1910.2281518185202,1229.088615998366,3139.3167678168866,1118.8614339745116
47.2434375,1339.1414714549935,1910.2281518185202,1228.9133196364737,3139.1414714549937,1118.938117495049
47.265,1338.966256836615,1910.2281518185202,1228.738105018095,3138.9662568366152,1119.0147465441712
47.286562499999995,1338.7911238939437,1910.2281518185202,1228.5629720754234,3138.7911238939437,1119.0913211846864
47.308125,1338.6160725730422,1910.2281518185202,1228.3879207545224,3138.6160725730424,1119.167841479308
47.3296875,1338.4411028076445,1910.2281518185202,1228.2129509891247,3138.4411028076447,1119.2443074906555
47.35125,1338.2662145399613,1910.2281518185202,1228.0380627214413,3138.2662145399618,1119.3207192812542
47.3728125,1338.0914077052673,1910.2281518185202,1227.8632558867473,3138.0914077052676,1119.3970769135353
47.394375,1337.9166822473137,1910.2281518185202,1227.6885304287935,3137.9166822473135,1119.4733804498362
47.4159375,1337.7420380990645,1910.2281518185202,1227.5138862805443,3137.7420380990643,1119.549629952401
47.4375,1337.5674752058112,1910.2281518185202,1227.339323387291,3137.567475205811,1119.6258254833797
47.459062499999995,1337.392993502059,1910.2281518185202,1227.164841683539,3137.392993502059,1119.7019671048301
47.480625,1337.2185929307882,1910.2281518185202,1226.990441112268,3137.218592930788,1119.778054878716
47.5021875,1337.044273428045,1910.2281518185202,1226.816121609525,3137.044273428045,1119.8540888669086
47.52374999999999,1336.870034935268,1910.2281518185202,1226.641883116748,3136.8700349352684,1119.9300691311867
47.5453125,1336.6958773900456,1910.2281518185202,1226.4677255715255,3136.695877390046,1120.005995733236
47.566874999999996,1336.521800735357,1910.2281518185202,1226.2936489168371,3136.5218007353574,1120.0818687346498
47.588437500000005,1336.3478049072487,1910.2281518185202,1226.1196530887282,3136.3478049072482,1120.1576881969297
47.61,1336.17388984793,1910.2281518185202,1225.94573802941,3136.1738898479302,1120.2334541814848
47.631562499999994,1336.0000554919059,1910.2281518185202,1225.7719036733854,3136.0000554919056,1120.3091667496324
47.653125,1335.826301788322,1910.2281518185202,1225.598149969802,3135.8263017883223,1120.3848259625981
47.6746875,1335.6526286678295,1910.2281518185202,1225.4244768493095,3135.65262866783,1120.4604318815163
47.69625,1335.479036078032,1910.2281518185202,1225.2508842595118,3135.479036078032,1120.5359845674293
47.7178125,1335.3055239518942,1910.2281518185202,1225.077372133374,3135.3055239518944,1120.6114840812886
47.739374999999995,1335.1320922347077,1910.2281518185202,1224.9039404161872,3135.1320922347077,1120.6869304839545
47.7609375,1334.9587408625177,1910.2281518185202,1224.7305890439975,3134.9587408625175,1120.762323836197
47.7825,1334.7854697798468,1910.2281518185202,1224.5573179613266,3134.7854697798466,1120.8376641986947
47.8040625,1334.6122789219696,1910.2281518185202,1224.3841271034496,3134.61227892197,1120.9129516320354
47.825624999999995,1334.439168234949,1910.2281518185202,1224.211016416429,3134.439168234949,1120.9881861967176
47.8471875,1334.26613765329,1910.2281518185202,1224.0379858347696,3134.2661376532897,1121.0633679531488
47.86875,1334.0931871222838,1910.2281518185202,1223.8650353037633,3134.093187122284,1121.1384969616463
47.8903125,1333.920316577977,1910.2281518185202,1223.6921647594568,3133.9203165779772,1121.2135732824383
47.911875,1333.7475259656621,1910.2281518185202,1223.5193741471421,3133.747525965662,1121.2885969756624
47.9334375,1333.574815221384,1910.2281518185202,1223.3466634028641,3133.5748152213846,1121.3635681013673
47.955,1333.402184291206,1910.2281518185202,1223.1740324726857,3133.402184291206,1121.438486719512
47.9765625,1333.229633109633,1910.2281518185202,1223.0014812911127,3133.229633109633,1121.5133528899662
47.998124999999995,1333.0571616250386,1910.2281518185202,1222.8290098065186,3133.057161625039,1121.5881666725106
48.0196875,1332.8847697688454,1910.2281518185202,1222.6566179503252,3132.884769768845,1121.6629281268374
48.04125,1332.7124574886575,1910.2281518185202,1222.4843056701372,3132.7124574886575,1121.7376373125494
48.06281249999999,1332.5402247243735,1910.2281518185202,1222.3120729058537,3132.5402247243737,1121.8122942891612
48.084375,1332.3680714166621,1910.2281518185202,1222.139919598142,3132.368071416662,1121.886899116099
48.105937499999996,1332.195997506193,1910.2281518185202,1221.9678456876727,3132.1959975061927,1121.9614518527003
48.127500000000005,1332.0240029359454,1910.2281518185202,1221.7958511174254,3132.0240029359456,1122.0359525582153
48.1490625,1331.8520876435073,1910.2281518185202,1221.6239358249868,3131.852087643507,1122.1104012918054
48.170624999999994,1331.680251574941,1910.2281518185202,1221.452099756421,3131.6802515749414,1122.184798112545
48.1921875,1331.5084946678328,1910.2281518185202,1221.2803428493125,3131.5084946678326,1122.25914307942
48.21375,1331.336816865164,1910.2281518185202,1221.1086650466436,3131.336816865164,1122.3334362513299
48.2353125,1331.1652181068328,1910.2281518185202,1220.9370662883127,3131.165218106833,1122.407677687086
48.256875,1330.9936983389023,1910.2281518185202,1220.7655465203825,3130.9936983389025,1122.4818674454132
48.278437499999995,1330.8222574974177,1910.2281518185202,1220.5941056788977,3130.822257497418,1122.5560055849485
48.3,1330.6508955292124,1910.2281518185202,1220.4227437106922,3130.6508955292124,1122.630092164243
48.3215625,1330.4796123703318,1910.2281518185202,1220.2514605518115,3130.479612370332,1122.7041272417607
48.343125,1330.3084079691516,1910.2281518185202,1220.0802561506314,3130.3084079691516,1122.778110875879
48.364687499999995,1330.1372822601747,1910.2281518185202,1219.9091304416547,3130.137282260175,1122.8520431248894
48.38625,1329.9662351933175,1910.2281518185202,1219.7380833747975,3129.9662351933175,1122.9259240469964
48.4078125,1329.795266704626,1910.2281518185202,1219.5671148861063,3129.7952667046266,1122.9997537003194
48.429375,1329.6243767393917,1910.2281518185202,1219.3962249208714,3129.6243767393917,1123.073532142891
48.4509375,1329.4535652359718,1910.2281518185202,1219.2254134174518,3129.453565235972,1123.1472594326592
48.4725,1329.282832141971,1910.2281518185202,1219.054680323451,3129.282832141971,1123.2209356274855
48.4940625,1329.1121773942054,1910.2281518185202,1218.8840255756857,3129.112177394206,1123.2945607851461
48.515625,1328.9416009402778,1910.2281518185202,1218.7134491217575,3128.9416009402776,1123.3681349633323
48.537187499999995,1328.771102718547,1910.2281518185202,1218.5429509000269,3128.771102718547,1123.44165821965
48.55875,1328.6006826727628,1910.2281518185202,1218.3725308542425,3128.6006826727626,1123.5151306116202
48.5803125,1328.4303407451357,1910.2281518185202,1218.2021889266155,3128.4303407451357,1123.5885521966793
48.60187499999999,1328.2600768801879,1910.2281518185202,1218.0319250616676,3128.2600768801876,1123.661923032179
48.6234375,1328.0898910162762,1910.2281518185202,1217.861739197756,3128.089891016276,1123.7352431753864
48.644999999999996,1327.919783102545,1910.2281518185202,1217.6916312840249,3127.919783102545,1123.808512683484
48.666562500000005,1327.7497530742705,1910.2281518185202,1217.5216012557505,3127.7497530742708,1123.8817316135705
48.688125,1327.5798008813672,1910.2281518185202,1217.351649062847,3127.579800881367,1123.9549000226607
48.709687499999994,1327.4099264598824,1910.2281518185202,1217.1817746413622,3127.4099264598826,1124.028017967685
48.73125,1327.240129758959,1910.2281518185202,1217.0119779404386,3127.2401297589586,1124.1010855054906
48.7528125,1327.070410716185,1910.2281518185202,1216.8422588976653,3127.0704107161855,1124.1741026928405
48.774375,1326.9007692814755,1910.2281518185202,1216.6726174629557,3126.9007692814757,1124.2470695864151
48.7959375,1326.7312053901057,1910.2281518185202,1216.5030535715857,3126.731205390106,1124.3199862428107
48.817499999999995,1326.5617189896795,1910.2281518185202,1216.3335671711595,3126.56171898968,1124.392852718541
48.8390625,1326.3923100224067,1910.2281518185202,1216.1641582038867,3126.392310022407,1124.4656690700365
48.860625,1326.2229784320384,1910.2281518185202,1215.9948266135182,3126.2229784320384,1124.538435353645
48.8821875,1326.0537241607847,1910.2281518185202,1215.8255723422646,3126.053724160785,1124.6111516256315
48.903749999999995,1325.8845471539385,1910.2281518185202,1215.6563953354184,3125.884547153939,1124.6838179421784
48.9253125,1325.7154473537087,1910.2281518185202,1215.4872955351884,3125.7154473537084,1124.756434359386
48.946875,1325.5464247053874,1910.2281518185202,1215.318272886867,3125.546424705387,1124.8290009332723
48.9684375,1325.3774791488745,1910.2281518185202,1215.1493273303545,3125.377479148875,1124.9015177197728
48.99,1325.2086106317727,1910.2281518185202,1214.9804588132527,3125.208610631773,1124.9739847747412
49.0115625,1325.0398190939804,1910.2281518185202,1214.8116672754602,3125.0398190939804,1125.04640215395
49.033125,1324.8711044831014,1910.2281518185202,1214.6429526645813,3124.8711044831016,1125.1187699130899
49.0546875,1324.7024667390347,1910.2281518185202,1214.4743149205146,3124.702466739035,1125.1910881077692
49.076249999999995,1324.5339058116951,1910.2281518185202,1214.3057539931751,3124.533905811695,1125.2633567935156
49.0978125,1324.365421637129,1910.2281518185202,1214.137269818609,3124.365421637129,1125.3355760257757
49.119375,1324.1970141660213,1910.2281518185202,1213.968862347501,3124.1970141660213,1125.407745859915
49.14093749999999,1324.0286833390417,1910.2281518185202,1213.8005315205214,3124.028683339042,1125.4798663512172
49.1625,1323.8604290999413,1910.2281518185202,1213.632277281421,3123.860429099941,1125.5519375548865
49.184062499999996,1323.6922513940117,1910.2281518185202,1213.464099575492,3123.692251394012,1125.6239595260458
49.205625000000005,1323.5241501680866,1910.2281518185202,1213.2959983495662,3123.5241501680866,1125.6959323197377
49.2271875,1323.3561253597534,1910.2281518185202,1213.127973541233,3123.356125359753,1125.767855990924
49.248749999999994,1323.188176922779,1910.2281518185202,1212.9600251042584,3123.1881769227784,1125.8397305944873
49.2703125,1323.0203047908983,1910.2281518185202,1212.792152972378,3123.020304790898,1125.911556185229
49.291875,1322.852508917109,1910.2281518185202,1212.624357098589,3122.852508917109,1125.9833328178713
49.3134375,1322.6847892413082,1910.2281518185202,1212.4566374227882,3122.6847892413084,1126.0550605470564
49.335,1322.5171457103304,1910.2281518185202,1212.2889938918104,3122.5171457103306,1126.1267394273473
49.356562499999995,1322.3495782686973,1910.2281518185202,1212.1214264501773,3122.3495782686978,1126.198369513227
49.378125,1322.1820868601592,1910.2281518185202,1211.9539350416392,3122.1820868601594,1126.269950859099
49.3996875,1322.0146714300083,1910.2281518185202,1211.7865196114883,3122.0146714300085,1126.3414835192882
49.42125,1321.847331921227,1910.2281518185202,1211.6191801027067,3121.847331921227,1126.4129675480401
49.442812499999995,1321.6800682806459,1910.2281518185202,1211.4519164621254,3121.6800682806456,1126.4844029995215
49.464375,1321.512880454329,1910.2281518185202,1211.2847286358087,3121.512880454329,1126.5557899278203
49.4859375,1321.3457683844867,1910.2281518185202,1211.1176165659663,3121.3457683844863,1126.6271283869455
49.5075,1321.1787320187218,1910.2281518185202,1210.9505802002016,3121.178732018722,1126.6984184308283
49.5290625,1321.0117713000157,1910.2281518185202,1210.7836194814959,3121.0117713000163,1126.7696601133207
49.550625,1320.844886175972,1910.2281518185202,1210.6167343574523,3120.8448861759725,1126.8408534881971
49.5721875,1320.6780765872593,1910.2281518185202,1210.449924768739,3120.678076587259,1126.911998609154
49.59375,1320.5113424845638,1910.2281518185202,1210.2831906660435,3120.511342484564,1126.983095529809
49.615312499999995,1320.344683809325,1910.2281518185202,1210.116531990805,3120.344683809325,1127.0541443037025
49.636875,1320.178100507605,1910.2281518185202,1209.9499486890847,3120.178100507605,1127.1251449842978
49.6584375,1320.0115925285497,1910.2281518185202,1209.7834407100297,3120.01159252855,1127.1960976249795
49.67999999999999,1319.845159812828,1910.2281518185202,1209.6170079943074,3119.8451598128277,1127.267002279056
49.7015625,1319.6788023072716,1910.2281518185202,1209.4506504887513,3119.6788023072713,1127.3378589997574
49.723124999999996,1319.5125199610272,1910.2281518185202,1209.2843681425072,3119.5125199610275,1127.4086678402375
49.744687500000005,1319.3463127139917,1910.2281518185202,1209.1181608954716,3119.346312713992,1127.4794288535727
49.76625,1319.180180516082,1910.2281518185202,1208.9520286975617,3119.180180516082,1127.5501420927628
49.787812499999994,1319.0141233110478,1910.2281518185202,1208.7859714925278,3119.014123311048,1127.6208076107307
49.809375,1318.848141046494,1910.2281518185202,1208.6199892279742,3118.8481410464947,1127.691425460323
49.8309375,1318.6822336654009,1910.2281518185202,1208.4540818468809,3118.6822336654013,1127.7619956943095
49.8525,1318.5164011184538,1910.2281518185202,1208.2882492999333,3118.5164011184534,1127.8325183653837
49.8740625,1318.3506433463217,1910.2281518185202,1208.1224915278017,3118.3506433463217,1127.9029935261638
49.895624999999995,1318.1849602996913,1910.2281518185202,1207.956808481171,3118.1849602996913,1127.9734212291908
49.9171875,1318.019351920001,1910.2281518185202,1207.791200101481,3118.019351920001,1128.0438015269306
49.93875,1317.853818157938,1910.2281518185202,1207.6256663394176,3117.853818157938,1128.1141344717728
49.9603125,1317.6883589557117,1910.2281518185202,1207.4602071371914,3117.688358955712,1128.1844201160318
49.981874999999995,1317.5229742640074,1910.2281518185202,1207.2948224454874,3117.5229742640076,1128.2546585119467
50.0034375,1317.357664024266,1910.2281518185202,1207.1295122057459,3117.3576640242663,1128.3248497116806
50.025,1317.1924281879426,1910.2281518185202,1206.9642763694224,3117.192428187943,1128.394993767322
50.0465625,1317.027266697248,1910.2281518185202,1206.7991148787278,3117.027266697248,1128.4650907308837
50.068125,1316.8621795020972,1910.2281518185202,1206.6340276835767,3116.862179502097,1128.535140654304
50.0896875,1316.6971665447004,1910.2281518185202,1206.4690147261804,3116.697166544701,1128.6051435894465
50.11125,1316.5322277772843,1910.2281518185202,1206.3040759587643,3116.532227777285,1128.6750995880998
50.1328125,1316.367363141289,1910.2281518185202,1206.139211322769,3116.3673631412894,1128.745008701978
50.154374999999995,1316.202572588171,1910.2281518185202,1205.9744207696508,3116.2025725881713,1128.8148709827205
50.1759375,1316.037856058598,1910.2281518185202,1205.809704240078,3116.037856058598,1128.8846864818931
50.1975,1315.8732135063392,1910.2281518185202,1205.645061687819,3115.873213506339,1128.954455250987
50.21906249999999,1315.7086448736045,1910.2281518185202,1205.480493055084,3115.7086448736045,1129.024177341419
50.240625,1315.5441501095386,1910.2281518185202,1205.3159982910186,3115.544150109539,1129.093852804533
50.262187499999996,1315.3797291586627,1910.2281518185202,1205.1515773401425,3115.3797291586625,1129.1634816915985
50.283750000000005,1315.2153819708928,1910.2281518185202,1204.9872301523726,3115.215381970893,1129.233064053811
50.3053125,1315.0511084915208,1910.2281518185202,1204.8229566730008,3115.051108491521,1129.302599942293
50.326874999999994,1314.8869086689215,1910.2281518185202,1204.6587568504012,3114.8869086689215,1129.3720894080936
50.3484375,1314.7227824483857,1910.2281518185202,1204.4946306298657,3114.722782448386,1129.4415325021885
50.37,1314.5587297806007,1910.2281518185202,1204.3305779620803,3114.5587297806005,1129.5109292754803
50.3915625,1314.3947506077761,1910.2281518185202,1204.1665987892563,3114.3947506077766,1129.5802797787987
